,Year built,HOA,Price/sqft,Total Price,Bedrooms,Bathrooms,Full bathrooms,Lot,Half bathrooms,Type_Condo,Type_Multi Family,Type_Multiple Occupancy,Type_Single Family,Type_Townhouse,Cooling_None,Cooling_Other,Cooling_Refrigeration,"Cooling_Refrigerator, Central",Cooling_Wall,City
0,1891.0,399700.0,282.0,399700.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
1,1915.0,319900.0,213.0,319900.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
2,1991.0,300000.0,387.0,300000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
3,1944.0,160000.0,123.0,160000.0,2.0,1.0,1.0,4960.0,0,0,0,0,1,0,1,0,0,0,0,Chicago
4,1964.0,429900.0,331.0,429900.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
5,1921.0,272000.0,,272000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,1,0,0,Chicago
6,2007.0,579000.0,483.0,579000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
7,1948.0,220000.0,314.0,220000.0,1.0,1.0,1.0,,0,1,0,0,0,0,1,0,0,0,0,Chicago
8,1916.0,500000.0,278.0,500000.0,5.0,3.0,3.0,3750.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
9,1962.0,240000.0,231.0,240000.0,3.0,1.0,1.0,3136.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
10,2020.0,649000.0,309.0,649000.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
11,2020.0,645000.0,349.0,645000.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
12,2003.0,415000.0,,415000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
13,1927.0,399000.0,229.0,399000.0,4.0,2.0,1.0,4721.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
14,2020.0,569000.0,219.0,569000.0,4.0,4.0,3.0,,1,0,0,0,0,1,0,0,0,0,0,Chicago
15,2020.0,609000.0,,609000.0,4.0,4.0,3.0,3733.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
16,1949.0,429900.0,216.0,429900.0,3.0,2.0,2.0,7405.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
17,2009.0,1075000.0,614.0,1075000.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
18,2005.0,319500.0,402.0,319500.0,1.0,1.0,1.0,,0,1,0,0,0,0,1,0,0,0,0,Chicago
19,1964.0,375000.0,288.0,375000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
20,1900.0,325000.0,187.0,325000.0,5.0,2.0,2.0,3092.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
21,1903.0,239900.0,,239900.0,7.0,3.0,3.0,,0,0,1,0,0,0,1,0,0,0,0,Chicago
22,1996.0,215000.0,138.0,215000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
23,1949.0,105000.0,88.0,105000.0,2.0,1.0,1.0,3781.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
24,1930.0,230000.0,288.0,230000.0,2.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
25,2001.0,1195000.0,566.0,1195000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
26,2002.0,590000.0,408.0,590000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
27,1973.0,194000.0,231.0,194000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
28,1946.0,289900.0,167.0,289900.0,3.0,2.0,2.0,4190.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
29,1895.0,199000.0,81.0,199000.0,4.0,3.0,2.0,3049.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
30,1913.0,97000.0,122.0,97000.0,4.0,2.0,2.0,3746.0,0,0,0,0,1,0,1,0,0,0,0,Chicago
31,1902.0,195000.0,,195000.0,4.0,2.0,2.0,,0,0,0,1,0,0,1,0,0,0,0,Chicago
32,2008.0,400000.0,381.0,400000.0,9.0,6.0,5.0,,1,0,0,1,0,0,0,0,0,0,0,Chicago
33,1958.0,316000.0,416.0,316000.0,4.0,2.0,2.0,3423.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
34,1985.0,625000.0,370.0,625000.0,2.0,3.0,2.0,40.0,1,0,0,0,0,1,0,0,0,0,0,Chicago
35,1913.0,379000.0,,379000.0,9.0,3.0,3.0,,0,0,1,0,0,0,1,0,0,0,0,Chicago
36,2006.0,225000.0,147.0,225000.0,3.0,3.0,3.0,3131.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
37,1977.0,899900.0,248.0,899900.0,5.0,6.0,5.0,6098.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
38,1951.0,369900.0,168.0,369900.0,4.0,3.0,2.0,4443.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
39,1960.0,299900.0,309.0,299900.0,5.0,2.0,2.0,3092.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
40,1890.0,378000.0,945.0,378000.0,6.0,3.0,3.0,,0,0,0,1,0,0,0,0,0,0,0,Chicago
41,1960.0,199900.0,83.0,199900.0,3.0,2.0,1.0,4229.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
42,1910.0,385000.0,,385000.0,6.0,3.0,3.0,,0,0,0,1,0,0,1,0,0,0,0,Chicago
43,1973.0,85000.0,85.0,85000.0,4.0,2.0,1.0,5052.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
44,1902.0,85000.0,71.0,85000.0,4.0,1.0,1.0,3702.0,0,0,0,0,1,0,1,0,0,0,0,Chicago
45,1924.0,130000.0,129.0,130000.0,3.0,1.0,1.0,4338.0,0,0,0,0,1,0,1,0,0,0,0,Chicago
46,1908.0,450000.0,,450000.0,5.0,3.0,3.0,,0,0,0,1,0,0,1,0,0,0,0,Chicago
47,1912.0,179900.0,145.0,179900.0,11.0,5.0,4.0,,1,0,0,1,0,0,1,0,0,0,0,Chicago
48,1957.0,129900.0,100.0,129900.0,4.0,1.0,1.0,4064.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
49,1919.0,199000.0,,199000.0,4.0,2.0,2.0,,0,0,0,1,0,0,1,0,0,0,0,Chicago
50,2006.0,364900.0,270.0,364900.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
51,1999.0,244900.0,153.0,244900.0,2.0,2.0,1.0,,1,1,0,0,0,0,0,0,0,0,0,Chicago
52,1999.0,429000.0,390.0,429000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
53,2001.0,564900.0,235.0,564900.0,3.0,3.0,3.0,,0,0,0,0,0,1,0,0,0,0,0,Chicago
54,2012.0,3850000.0,1046.0,3850000.0,4.0,5.0,,,0,1,0,0,0,0,0,0,0,0,0,Chicago
55,1965.0,1450000.0,302.0,1450000.0,3.0,5.0,,,0,1,0,0,0,0,0,0,0,0,1,Chicago
56,1929.0,319900.0,,319900.0,6.0,5.0,3.0,,2,0,1,0,0,0,0,0,0,0,0,Chicago
57,1891.0,124000.0,35.0,124000.0,3.0,2.0,1.0,3550.0,1,0,0,0,1,0,1,0,0,0,0,Chicago
58,,649000.0,,649000.0,8.0,4.0,4.0,,0,0,0,1,0,0,1,0,0,0,0,Chicago
59,1890.0,315000.0,193.0,315000.0,4.0,2.0,2.0,,0,0,0,0,1,0,1,0,0,0,0,Chicago
60,1916.0,660000.0,485.0,660000.0,9.0,3.0,3.0,,0,0,1,0,0,0,0,0,0,0,0,Chicago
61,1985.0,165000.0,183.0,165000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,1,0,0,0,Chicago
62,1926.0,164000.0,137.0,164000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
63,,1100000.0,604.0,1100000.0,3.0,3.0,2.0,,1,1,0,0,0,0,0,0,0,0,0,Chicago
64,1962.0,170000.0,243.0,170000.0,2.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,1,Chicago
65,1916.0,425000.0,247.0,425000.0,4.0,3.0,3.0,3750.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
66,1893.0,185000.0,154.0,185000.0,4.0,2.0,2.0,3123.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
67,1884.0,375000.0,306.0,375000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
68,1915.0,279900.0,174.0,279900.0,5.0,4.0,4.0,3868.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
69,1932.0,570000.0,163.0,570000.0,4.0,3.0,3.0,4965.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
70,1891.0,219900.0,,219900.0,6.0,2.0,2.0,,0,0,0,1,0,0,1,0,0,0,0,Chicago
71,1885.0,105000.0,,105000.0,8.0,3.0,3.0,,0,0,1,0,0,0,1,0,0,0,0,Chicago
72,1923.0,279000.0,145.0,279000.0,4.0,2.0,2.0,4094.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
73,1952.0,136000.0,227.0,136000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,1,0,0,0,Chicago
74,1993.0,349900.0,294.0,349900.0,5.0,2.0,2.0,3746.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
75,2008.0,639900.0,427.0,639900.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
76,2020.0,825000.0,431.0,825000.0,3.0,3.0,2.0,,1,1,0,0,0,0,0,0,0,0,0,Chicago
77,1895.0,99900.0,,99900.0,8.0,2.0,2.0,,0,0,1,0,0,0,1,0,0,0,0,Chicago
78,1933.0,319000.0,70.0,319000.0,4.0,2.0,1.0,4538.0,1,0,0,0,1,0,1,0,0,0,0,Chicago
79,2008.0,679000.0,495.0,679000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
80,1997.0,269900.0,152.0,269900.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
81,1973.0,159900.0,118.0,159900.0,5.0,2.0,1.0,3484.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
82,1920.0,339900.0,441.0,339900.0,3.0,3.0,3.0,3841.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
83,2018.0,825000.0,275.0,825000.0,4.0,4.0,3.0,3092.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
84,,1130000.0,613.0,1130000.0,3.0,3.0,2.0,,1,1,0,0,0,0,0,0,0,0,0,Chicago
85,1998.0,399000.0,332.0,399000.0,3.0,3.0,2.0,,1,1,0,0,0,0,0,0,0,0,0,Chicago
86,,1150000.0,623.0,1150000.0,3.0,3.0,2.0,,1,1,0,0,0,0,0,0,0,0,0,Chicago
87,2002.0,395000.0,316.0,395000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
88,,429000.0,,429000.0,5.0,3.0,3.0,,0,0,1,0,0,0,1,0,0,0,0,Chicago
89,1970.0,849900.0,459.0,849900.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
90,1920.0,264900.0,265.0,264900.0,4.0,3.0,3.0,,0,0,1,0,0,0,1,0,0,0,0,Chicago
91,2008.0,584900.0,422.0,584900.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
92,2005.0,500000.0,,500000.0,3.0,3.0,2.0,,1,1,0,0,0,0,0,0,0,0,0,Chicago
93,1977.0,250000.0,,250000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
94,1925.0,448800.0,221.0,448800.0,4.0,3.0,3.0,,0,0,1,0,0,0,0,0,0,0,0,Chicago
95,2007.0,487500.0,,487500.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
96,,1390000.0,710.0,1390000.0,3.0,3.0,3.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
97,2000.0,649000.0,324.0,649000.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
98,1923.0,499000.0,315.0,499000.0,4.0,4.0,4.0,3550.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
99,1916.0,589000.0,,589000.0,5.0,3.0,3.0,,0,0,1,0,0,0,0,0,0,0,0,Chicago
100,2009.0,7999000.0,772.0,7999000.0,7.0,11.0,8.0,7405.0,3,0,0,0,1,0,0,0,0,0,0,Chicago
101,2005.0,1295000.0,518.0,1295000.0,3.0,4.0,3.0,,1,1,0,0,0,0,0,0,0,0,0,Chicago
102,1987.0,140000.0,110.0,140000.0,3.0,2.0,2.0,4164.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
103,2007.0,339900.0,,339900.0,2.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
104,1947.0,889000.0,296.0,889000.0,4.0,4.0,3.0,6838.0,1,0,0,0,1,0,1,0,0,0,0,Chicago
105,1918.0,460000.0,124.0,460000.0,7.0,3.0,2.0,6229.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
106,2004.0,1175000.0,1588.0,1175000.0,4.0,4.0,3.0,2781.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
107,1926.0,1350000.0,422.0,1350000.0,4.0,3.0,3.0,8.0,0,0,0,0,0,1,0,0,0,0,0,Chicago
108,1880.0,729000.0,292.0,729000.0,3.0,2.0,2.0,3310.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
109,1917.0,235000.0,252.0,235000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
110,1921.0,269000.0,90.0,269000.0,5.0,3.0,3.0,3998.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
111,1905.0,199500.0,138.0,199500.0,3.0,3.0,2.0,3136.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
112,1920.0,339900.0,309.0,339900.0,2.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
113,1913.0,690000.0,,690000.0,6.0,3.0,3.0,,0,0,1,0,0,0,0,0,0,0,0,Chicago
114,1923.0,825000.0,,825000.0,6.0,4.0,4.0,,0,0,1,0,0,0,0,0,0,0,0,Chicago
115,1989.0,719900.0,291.0,719900.0,3.0,3.0,2.0,57.0,1,0,0,0,0,1,0,0,0,0,0,Chicago
116,1999.0,500000.0,333.0,500000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
117,1920.0,2450000.0,583.0,2450000.0,5.0,5.0,4.0,3000.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
118,2001.0,335000.0,399.0,335000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
119,1915.0,329000.0,274.0,329000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
120,1915.0,329000.0,274.0,329000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
121,1985.0,629000.0,381.0,629000.0,3.0,3.0,2.0,,1,1,0,0,0,0,0,0,0,0,0,Chicago
122,2005.0,339000.0,295.0,339000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
123,2000.0,499000.0,,499000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
124,2004.0,594000.0,396.0,594000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
125,2004.0,730000.0,256.0,730000.0,3.0,3.0,3.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
126,2005.0,365000.0,281.0,365000.0,2.0,2.0,2.0,,0,0,1,0,0,0,0,0,0,0,0,Chicago
127,,999000.0,,999000.0,7.0,4.0,4.0,,0,0,1,0,0,0,0,0,0,0,0,Chicago
128,1964.0,69000.0,71.0,69000.0,3.0,1.0,1.0,3171.0,0,0,0,0,1,0,1,0,0,0,0,Chicago
129,2003.0,424900.0,298.0,424900.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
130,2005.0,435000.0,469.0,435000.0,1.0,2.0,1.0,,1,1,0,0,0,0,0,0,0,0,0,Chicago
131,1955.0,314900.0,214.0,314900.0,3.0,2.0,1.0,4965.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
132,2005.0,275000.0,,275000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
133,1950.0,95000.0,,95000.0,0.0,1.0,1.0,,0,1,0,0,0,0,1,0,0,0,0,Chicago
134,1925.0,224900.0,,224900.0,4.0,2.0,2.0,,0,0,1,0,0,0,1,0,0,0,0,Chicago
135,2005.0,699000.0,184.0,699000.0,3.0,4.0,3.0,4399.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
136,,624900.0,625.0,624900.0,4.0,3.0,3.0,,0,0,0,1,0,0,0,0,0,0,0,Chicago
137,2006.0,424900.0,285.0,424900.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
138,1996.0,435000.0,,435000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
139,1904.0,274900.0,,274900.0,4.0,3.0,3.0,,0,0,0,1,0,0,1,0,0,0,0,Chicago
140,2001.0,539900.0,241.0,539900.0,3.0,3.0,3.0,146.0,0,0,0,0,0,1,0,0,0,0,0,Chicago
141,1954.0,294900.0,330.0,294900.0,3.0,2.0,2.0,4356.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
142,1940.0,219000.0,183.0,219000.0,2.0,1.0,1.0,,0,1,0,0,0,0,1,0,0,0,0,Chicago
143,1966.0,69900.0,68.0,69900.0,3.0,2.0,2.0,4704.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
144,1973.0,179900.0,214.0,179900.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
145,1898.0,324900.0,357.0,324900.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
146,1995.0,599000.0,399.0,599000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
147,2001.0,695000.0,348.0,695000.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
148,2006.0,399900.0,,399900.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
149,2017.0,549000.0,422.0,549000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
150,2016.0,500000.0,,500000.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
151,2015.0,799900.0,400.0,799900.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
152,1925.0,89900.0,81.0,89900.0,4.0,2.0,2.0,6054.0,0,0,0,0,1,0,1,0,0,0,0,Chicago
153,1956.0,295000.0,270.0,295000.0,3.0,2.0,2.0,5000.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
154,,279900.0,350.0,279900.0,1.0,1.0,1.0,,0,1,0,0,0,0,1,0,0,0,0,Chicago
155,1885.0,219000.0,,219000.0,6.0,2.0,2.0,,0,0,1,0,0,0,1,0,0,0,0,Chicago
156,1926.0,145000.0,223.0,145000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
157,2000.0,600000.0,400.0,600000.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
158,1905.0,164900.0,,164900.0,6.0,2.0,2.0,,0,0,0,1,0,0,1,0,0,0,0,Chicago
159,2008.0,299900.0,375.0,299900.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
160,1966.0,123500.0,,123500.0,2.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
161,1972.0,159999.0,188.0,159999.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
162,2016.0,489000.0,213.0,489000.0,3.0,3.0,2.0,,1,1,0,0,0,0,0,0,0,0,0,Chicago
163,1920.0,590000.0,421.0,590000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
164,1920.0,349000.0,349.0,349000.0,2.0,2.0,2.0,,0,1,0,0,0,0,1,0,0,0,0,Chicago
165,,229000.0,191.0,229000.0,2.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
166,2004.0,279000.0,164.0,279000.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
167,,435000.0,,435000.0,7.0,3.0,3.0,,0,0,1,0,0,0,1,0,0,0,0,Chicago
168,1920.0,409000.0,170.0,409000.0,5.0,3.0,3.0,5000.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
169,1943.0,429000.0,245.0,429000.0,2.0,3.0,2.0,,1,1,0,0,0,0,0,0,0,0,0,Chicago
170,1974.0,379000.0,379.0,379000.0,1.0,2.0,1.0,,1,1,0,0,0,0,1,0,0,0,0,Chicago
171,2002.0,334999.0,258.0,334999.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
172,1895.0,195900.0,130.0,195900.0,3.0,3.0,1.0,3632.0,2,0,0,0,1,0,0,0,0,0,0,Chicago
173,2006.0,505000.0,206.0,505000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
174,2008.0,418500.0,330.0,418500.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
175,2012.0,279999.0,200.0,279999.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
176,2020.0,595000.0,360.0,595000.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
177,1926.0,210000.0,,210000.0,8.0,4.0,4.0,,0,0,1,0,0,0,1,0,0,0,0,Chicago
178,1890.0,269999.0,268.0,269999.0,3.0,1.0,1.0,3092.0,0,0,0,0,1,0,1,0,0,0,0,Chicago
179,1929.0,259900.0,283.0,259900.0,2.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
180,1910.0,239000.0,111.0,239000.0,6.0,2.0,2.0,,0,0,0,1,0,0,1,0,0,0,0,Chicago
181,1888.0,850000.0,1466.0,850000.0,7.0,5.0,5.0,,0,0,1,0,0,0,0,0,0,0,0,Chicago
182,2014.0,799500.0,,799500.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
183,1912.0,225000.0,191.0,225000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
184,1885.0,800000.0,,800000.0,3.0,2.0,2.0,,0,0,0,1,0,0,0,0,0,0,0,Chicago
185,1876.0,725000.0,451.0,725000.0,3.0,2.0,2.0,1973.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
186,1940.0,459000.0,153.0,459000.0,4.0,2.0,2.0,4804.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
187,1927.0,749000.0,340.0,749000.0,3.0,3.0,3.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
188,1944.0,210000.0,186.0,210000.0,3.0,2.0,2.0,3092.0,0,0,0,0,1,0,1,0,0,0,0,Chicago
189,1971.0,144900.0,188.0,144900.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
190,2006.0,389900.0,325.0,389900.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
191,1974.0,229900.0,219.0,229900.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
192,1913.0,346500.0,289.0,346500.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
193,2009.0,850000.0,698.0,850000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
194,2006.0,320000.0,288.0,320000.0,1.0,2.0,1.0,,1,1,0,0,0,0,0,0,0,0,0,Chicago
195,1998.0,140000.0,140.0,140000.0,2.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
196,1894.0,649000.0,653.0,649000.0,3.0,3.0,2.0,3075.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
197,1997.0,899000.0,251.0,899000.0,4.0,4.0,3.0,1681.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
198,2020.0,1440000.0,674.0,1440000.0,3.0,4.0,3.0,,1,0,0,0,1,0,0,0,0,0,0,Chicago
199,,55000.0,,55000.0,6.0,2.0,2.0,,0,0,1,0,0,0,1,0,0,0,0,Chicago
200,1989.0,469000.0,372.0,469000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
201,1929.0,180000.0,141.0,180000.0,4.0,2.0,1.0,3746.0,1,0,0,0,1,0,1,0,0,0,0,Chicago
202,2003.0,325000.0,217.0,325000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
203,2007.0,625000.0,368.0,625000.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
204,,200000.0,211.0,200000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
205,1929.0,274950.0,,274950.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
206,,150000.0,,150000.0,2.0,1.0,1.0,,0,1,0,0,0,0,1,0,0,0,0,Chicago
207,1969.0,229900.0,120.0,229900.0,3.0,3.0,2.0,,1,1,0,0,0,0,0,0,1,0,0,Chicago
208,1928.0,549900.0,502.0,549900.0,3.0,4.0,3.0,3720.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
209,1952.0,199900.0,144.0,199900.0,3.0,1.0,1.0,4961.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
210,1915.0,450000.0,280.0,450000.0,4.0,2.0,2.0,4965.0,0,0,0,0,1,0,1,0,0,0,0,Chicago
211,1912.0,339000.0,261.0,339000.0,2.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
212,1960.0,199900.0,,199900.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
213,1923.0,185000.0,264.0,185000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,1,0,0,0,Chicago
214,2013.0,999000.0,357.0,999000.0,4.0,3.0,2.0,,1,1,0,0,0,0,0,0,0,0,0,Chicago
215,1966.0,134900.0,,134900.0,1.0,1.0,1.0,,0,1,0,0,0,0,1,0,0,0,0,Chicago
216,1906.0,575000.0,174.0,575000.0,3.0,3.0,2.0,4704.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
217,2008.0,370000.0,330.0,370000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
218,2013.0,575000.0,338.0,575000.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
219,1901.0,315000.0,,315000.0,2.0,1.0,1.0,,0,1,0,0,0,0,1,0,0,0,0,Chicago
220,1968.0,262000.0,293.0,262000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
221,2002.0,350000.0,194.0,350000.0,3.0,3.0,3.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
222,2009.0,649000.0,162.0,649000.0,4.0,4.0,3.0,3598.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
223,1923.0,190000.0,259.0,190000.0,2.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,1,Chicago
224,1909.0,299000.0,327.0,299000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
