,Year built,HOA,Price/sqft,Total Price,Bedrooms,Bathrooms,Full bathrooms,Half bathrooms,Lot,Type_Condo,Type_Mobile / Manufactured,Type_Multi Family,Type_Multiple Occupancy,Type_Single Family,Type_Townhouse,"Cooling_Central, Evaporative","Cooling_Central, Wall",Cooling_Evaporative,Cooling_None,Cooling_Other,Cooling_Wall,City
0,2020.0,696000.0,314.0,696000.0,3.0,3.0,2.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
1,1972.0,1150000.0,344.0,1150000.0,5.0,5.0,5.0,0,12632.4,0,0,0,0,1,0,0,0,0,0,0,0,Austin
2,2020.0,484900.0,267.0,484900.0,3.0,2.0,2.0,0,8398.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
3,1971.0,335000.0,157.0,335000.0,3.0,3.0,2.0,1,11325.6,0,0,0,0,1,0,0,0,0,0,0,0,Austin
4,1963.0,660000.0,290.0,660000.0,3.0,2.0,2.0,0,130244.4,0,0,0,0,1,0,0,0,0,0,0,0,Austin
5,1977.0,270000.0,289.0,270000.0,2.0,1.0,1.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
6,2012.0,465000.0,164.0,465000.0,4.0,4.0,3.0,1,8886.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
7,1994.0,819000.0,228.0,819000.0,4.0,5.0,3.0,2,48787.2,0,0,0,0,1,0,0,0,0,0,0,0,Austin
8,2004.0,250000.0,190.0,250000.0,3.0,2.0,2.0,0,9365.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
9,1984.0,325000.0,249.0,325000.0,3.0,2.0,2.0,0,7318.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
10,2002.0,389000.0,175.0,389000.0,3.0,2.0,2.0,0,8929.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
11,2013.0,1695000.0,354.0,1695000.0,5.0,5.0,5.0,0,33105.6,0,0,0,0,1,0,0,0,0,0,0,0,Austin
12,2011.0,710000.0,426.0,710000.0,3.0,3.0,2.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
13,1999.0,549900.0,192.0,549900.0,4.0,3.0,2.0,1,7143.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
14,1982.0,240000.0,203.0,240000.0,3.0,2.0,2.0,0,9713.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
15,1940.0,825000.0,494.0,825000.0,3.0,2.0,2.0,0,8015.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
16,2015.0,649900.0,328.0,649900.0,3.0,3.0,2.0,1,34412.4,0,0,0,0,1,0,0,0,0,0,0,0,Austin
17,1967.0,399900.0,256.0,399900.0,3.0,3.0,2.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
18,2016.0,530000.0,205.0,530000.0,4.0,3.0,3.0,0,8276.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
19,2009.0,559000.0,287.0,559000.0,3.0,3.0,3.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
20,1986.0,394900.0,171.0,394900.0,4.0,3.0,2.0,1,7701.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
21,2003.0,689000.0,211.0,689000.0,4.0,3.0,3.0,0,8799.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
22,1997.0,400000.0,228.0,400000.0,3.0,2.0,2.0,0,6969.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
23,1955.0,699900.0,383.0,699900.0,4.0,2.0,2.0,0,10890.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
24,1983.0,769500.0,254.0,769500.0,3.0,3.0,2.0,1,10149.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
25,1983.0,297000.0,181.0,297000.0,3.0,2.0,2.0,0,6926.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
26,2020.0,326990.0,196.0,326990.0,4.0,2.0,2.0,0,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
27,,376990.0,141.0,376990.0,4.0,3.0,3.0,0,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
28,,372990.0,147.0,372990.0,4.0,3.0,2.0,1,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
29,2020.0,377990.0,138.0,377990.0,5.0,3.0,3.0,0,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
30,,371990.0,147.0,371990.0,4.0,3.0,3.0,0,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
31,1982.0,499990.0,229.0,499990.0,4.0,3.0,3.0,0,8537.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
32,2007.0,494700.0,709.0,494700.0,1.0,1.0,1.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
33,1954.0,515000.0,432.0,515000.0,3.0,1.0,1.0,0,8407.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
34,2017.0,369900.0,256.0,369900.0,2.0,3.0,2.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
35,1985.0,374900.0,251.0,374900.0,4.0,2.0,2.0,0,5880.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
36,1980.0,559000.0,247.0,559000.0,3.0,2.0,2.0,0,6446.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
37,1965.0,195000.0,289.0,195000.0,0.0,1.0,1.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
38,2020.0,281990.0,130.0,281990.0,4.0,3.0,3.0,0,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
39,2018.0,424700.0,147.0,424700.0,4.0,3.0,2.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
40,1955.0,635000.0,403.0,635000.0,4.0,3.0,3.0,0,6926.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
41,1960.0,382500.0,342.0,382500.0,3.0,2.0,2.0,0,12632.4,0,0,0,0,1,0,0,0,0,0,0,0,Austin
42,2004.0,875000.0,247.0,875000.0,3.0,4.0,3.0,1,30056.4,0,0,0,0,1,0,0,0,0,0,0,0,Austin
43,2014.0,485000.0,706.0,485000.0,1.0,1.0,1.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
44,2008.0,432000.0,501.0,432000.0,1.0,1.0,1.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
45,1983.0,535000.0,280.0,535000.0,4.0,3.0,2.0,1,9321.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
46,2014.0,2350000.0,655.0,2350000.0,5.0,4.0,4.0,0,9278.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
47,2018.0,749000.0,257.0,749000.0,4.0,4.0,3.0,1,6969.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
48,2016.0,275000.0,225.0,275000.0,0.0,3.0,2.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
49,1979.0,475000.0,266.0,475000.0,3.0,3.0,3.0,0,3920.0,0,0,0,0,0,1,0,0,0,0,0,0,Austin
50,2008.0,429900.0,196.0,429900.0,3.0,2.0,2.0,0,8145.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
51,1962.0,439900.0,246.0,439900.0,3.0,2.0,2.0,0,10890.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
52,2018.0,1098000.0,517.0,1098000.0,3.0,4.0,3.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
53,1973.0,370000.0,306.0,370000.0,3.0,2.0,2.0,0,6708.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
54,2001.0,991150.0,401.0,991150.0,4.0,4.0,3.0,1,20908.8,0,0,0,0,1,0,0,0,0,0,0,0,Austin
55,2015.0,1250000.0,433.0,1250000.0,4.0,4.0,4.0,0,37026.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
56,2007.0,368500.0,394.0,368500.0,2.0,1.0,1.0,0,,0,0,0,0,0,0,0,0,0,0,1,0,Austin
57,1991.0,395000.0,208.0,395000.0,4.0,3.0,2.0,1,7884.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
58,2002.0,330000.0,130.0,330000.0,3.0,3.0,2.0,1,7230.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
59,1966.0,899000.0,371.0,899000.0,3.0,2.0,2.0,0,11761.2,0,0,0,0,1,0,0,0,0,0,0,0,Austin
60,1951.0,689900.0,428.0,689900.0,3.0,2.0,2.0,0,12196.8,0,0,0,0,1,0,0,0,0,0,0,0,Austin
61,1999.0,529000.0,367.0,529000.0,2.0,3.0,2.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
62,1949.0,400000.0,296.0,400000.0,3.0,1.0,1.0,0,5793.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
63,2013.0,2095000.0,668.0,2095000.0,4.0,3.0,2.0,1,9365.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
64,2020.0,266990.0,125.0,266990.0,4.0,3.0,2.0,1,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
65,2017.0,275000.0,178.0,275000.0,3.0,3.0,2.0,1,3963.0,0,0,0,0,0,1,0,0,0,0,0,0,Austin
66,1978.0,539900.0,286.0,539900.0,3.0,3.0,2.0,1,6969.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
67,1981.0,415000.0,295.0,415000.0,3.0,2.0,2.0,0,6708.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
68,1961.0,375000.0,322.0,375000.0,3.0,1.0,1.0,0,9713.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
69,1984.0,299000.0,342.0,299000.0,2.0,2.0,2.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
70,1990.0,740000.0,265.0,740000.0,4.0,3.0,2.0,1,89733.6,0,0,0,0,1,0,0,0,0,0,0,0,Austin
71,1985.0,330000.0,180.0,330000.0,4.0,2.0,2.0,0,7274.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
72,2017.0,425000.0,224.0,425000.0,4.0,3.0,3.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
73,2012.0,459995.0,173.0,459995.0,4.0,3.0,2.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
74,1993.0,495000.0,213.0,495000.0,4.0,2.0,2.0,0,12196.8,0,0,0,0,1,0,0,0,0,0,0,0,Austin
75,2019.0,345000.0,175.0,345000.0,4.0,2.0,2.0,0,6316.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
76,1962.0,720000.0,414.0,720000.0,3.0,2.0,2.0,0,9147.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
77,1980.0,355000.0,235.0,355000.0,3.0,2.0,2.0,0,13503.6,0,0,0,0,1,0,0,0,0,0,0,0,Austin
78,2006.0,650000.0,195.0,650000.0,4.0,4.0,3.0,1,9975.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
79,1980.0,355000.0,235.0,355000.0,3.0,2.0,2.0,0,13503.6,0,0,0,0,1,0,0,0,0,0,0,0,Austin
80,1962.0,720000.0,414.0,720000.0,3.0,2.0,2.0,0,9147.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
81,1972.0,449900.0,340.0,449900.0,4.0,2.0,2.0,0,6795.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
82,2002.0,695000.0,228.0,695000.0,3.0,3.0,2.0,1,8755.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
83,1999.0,435000.0,155.0,435000.0,4.0,3.0,2.0,1,9147.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
84,1977.0,1250000.0,542.0,1250000.0,3.0,3.0,3.0,0,157687.2,0,0,0,0,1,0,0,0,0,0,0,0,Austin
85,2016.0,670000.0,377.0,670000.0,3.0,3.0,2.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
86,2008.0,849900.0,242.0,849900.0,4.0,4.0,3.0,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
87,2020.0,696000.0,314.0,696000.0,3.0,3.0,2.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
88,2010.0,422900.0,206.0,422900.0,3.0,2.0,2.0,0,9583.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
89,1969.0,520000.0,301.0,520000.0,3.0,2.0,2.0,0,9278.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
90,1979.0,485000.0,270.0,485000.0,3.0,2.0,2.0,0,8755.0,0,0,0,0,1,0,0,1,0,0,0,0,Austin
91,2019.0,1499000.0,497.0,1499000.0,4.0,4.0,3.0,1,10702.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
92,1971.0,700000.0,236.0,700000.0,0.0,,,0,,0,0,1,0,0,0,0,0,0,0,0,0,Austin
93,1955.0,825000.0,520.0,825000.0,3.0,2.0,2.0,0,10018.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
94,1976.0,575000.0,294.0,575000.0,4.0,2.0,2.0,0,9147.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
95,1982.0,425000.0,269.0,425000.0,3.0,2.0,2.0,0,7013.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
96,1978.0,425000.0,283.0,425000.0,3.0,2.0,2.0,0,6534.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
97,1977.0,420000.0,284.0,420000.0,3.0,2.0,2.0,0,8276.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
98,2001.0,360000.0,217.0,360000.0,3.0,3.0,2.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
99,,370000.0,370.0,370000.0,2.0,2.0,2.0,0,,0,0,0,0,1,0,0,0,0,0,0,0,Austin
100,1993.0,365000.0,215.0,365000.0,3.0,3.0,2.0,1,5662.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
101,1985.0,325000.0,216.0,325000.0,3.0,2.0,2.0,0,9583.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
102,2005.0,289900.0,172.0,289900.0,3.0,2.0,2.0,0,10454.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
103,2005.0,329900.0,166.0,329900.0,4.0,3.0,2.0,1,6359.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
104,1988.0,550000.0,286.0,550000.0,3.0,2.0,2.0,0,8668.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
105,1951.0,350000.0,337.0,350000.0,3.0,1.0,1.0,0,6969.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
106,1951.0,950000.0,681.0,950000.0,3.0,2.0,2.0,0,6534.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
107,1959.0,424900.0,454.0,424900.0,3.0,3.0,2.0,1,7753.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
108,1966.0,429000.0,365.0,429000.0,3.0,2.0,2.0,0,9936.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
109,1998.0,925000.0,446.0,925000.0,3.0,3.0,2.0,1,7448.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
110,2020.0,284158.0,175.0,284158.0,3.0,3.0,2.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
111,2020.0,296356.0,165.0,296356.0,3.0,3.0,2.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
112,2020.0,340000.0,439.0,340000.0,1.0,1.0,1.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
113,2007.0,405000.0,200.0,405000.0,4.0,3.0,2.0,1,6272.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
114,1998.0,270000.0,186.0,270000.0,3.0,3.0,2.0,1,6272.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
115,2004.0,275000.0,130.0,275000.0,3.0,3.0,2.0,1,8189.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
116,2020.0,753900.0,221.0,753900.0,4.0,3.0,3.0,0,,0,0,0,0,1,0,0,0,0,0,0,0,Austin
117,2007.0,215000.0,140.0,215000.0,4.0,2.0,2.0,0,4965.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
118,2012.0,295000.0,156.0,295000.0,4.0,3.0,2.0,1,5183.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
119,2006.0,599000.0,217.0,599000.0,4.0,3.0,2.0,1,10410.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
120,2014.0,470000.0,199.0,470000.0,4.0,3.0,3.0,0,5662.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
121,1984.0,179900.0,199.0,179900.0,2.0,2.0,1.0,1,2003.0,0,0,0,0,0,1,0,0,0,0,0,0,Austin
122,1933.0,995000.0,432.0,995000.0,4.0,3.0,3.0,0,5096.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
123,2020.0,655000.0,380.0,655000.0,3.0,3.0,2.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
124,1928.0,1025000.0,626.0,1025000.0,3.0,2.0,2.0,0,5488.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
125,1985.0,469000.0,231.0,469000.0,3.0,3.0,2.0,1,3702.0,0,0,0,0,0,1,0,0,0,0,0,0,Austin
126,2007.0,650000.0,156.0,650000.0,5.0,5.0,4.0,1,17424.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
127,2016.0,825000.0,381.0,825000.0,3.0,3.0,2.0,1,5662.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
128,2017.0,550000.0,466.0,550000.0,2.0,3.0,2.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
129,1982.0,245000.0,277.0,245000.0,2.0,1.0,1.0,0,6403.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
130,2012.0,615000.0,310.0,615000.0,3.0,4.0,3.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
131,1986.0,355000.0,237.0,355000.0,3.0,3.0,2.0,1,10890.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
132,2017.0,789000.0,196.0,789000.0,4.0,4.0,3.0,1,8712.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
133,1986.0,375000.0,265.0,375000.0,3.0,2.0,2.0,0,6359.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
134,2017.0,614500.0,503.0,614500.0,3.0,2.0,2.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
135,2014.0,340000.0,148.0,340000.0,4.0,3.0,3.0,0,4399.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
136,1998.0,385000.0,292.0,385000.0,3.0,2.0,2.0,0,7361.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
137,2005.0,289900.0,141.0,289900.0,3.0,2.0,2.0,0,7840.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
138,1984.0,364900.0,264.0,364900.0,3.0,2.0,2.0,0,5749.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
139,2020.0,717900.0,218.0,717900.0,4.0,4.0,3.0,1,,0,0,0,0,1,0,0,0,0,0,0,0,Austin
140,2017.0,1075000.0,450.0,1075000.0,4.0,3.0,3.0,0,6969.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
141,1996.0,524900.0,341.0,524900.0,3.0,3.0,3.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
142,1992.0,190000.0,269.0,190000.0,1.0,1.0,1.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
143,2002.0,6000000.0,1179.0,6000000.0,5.0,5.0,5.0,0,36590.4,0,0,0,0,1,0,0,0,0,0,0,0,Austin
144,1961.0,375000.0,224.0,375000.0,4.0,2.0,2.0,0,13939.2,0,0,0,0,1,0,0,0,0,0,0,0,Austin
145,1920.0,980000.0,492.0,980000.0,3.0,2.0,2.0,0,6011.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
146,1935.0,399900.0,673.0,399900.0,1.0,1.0,1.0,0,4356.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
147,2000.0,497500.0,182.0,497500.0,4.0,3.0,2.0,1,8015.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
148,2006.0,305000.0,219.0,305000.0,3.0,3.0,2.0,1,5749.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
149,1984.0,600000.0,198.0,600000.0,4.0,4.0,2.0,2,11761.2,0,0,0,0,1,0,0,0,0,0,0,0,Austin
150,1947.0,935000.0,604.0,935000.0,3.0,2.0,2.0,0,7840.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
151,1988.0,315000.0,140.0,315000.0,3.0,3.0,2.0,1,8407.0,0,0,0,0,1,0,0,1,0,0,0,0,Austin
152,2018.0,535000.0,807.0,535000.0,1.0,1.0,1.0,0,,1,0,0,0,0,0,0,0,1,0,0,0,Austin
153,2007.0,520899.0,360.0,520899.0,2.0,2.0,2.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
154,1991.0,435000.0,237.0,435000.0,4.0,2.0,2.0,0,8799.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
155,1927.0,329000.0,629.0,329000.0,1.0,1.0,1.0,0,1960.0,0,0,0,0,1,0,0,0,0,0,1,0,Austin
156,2020.0,297243.0,173.0,297243.0,3.0,3.0,2.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
157,2020.0,299265.0,174.0,299265.0,3.0,3.0,2.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
158,1978.0,1260000.0,390.0,1260000.0,3.0,3.0,3.0,0,10410.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
159,2017.0,614500.0,503.0,614500.0,3.0,2.0,2.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
160,2020.0,603000.0,815.0,603000.0,1.0,1.0,1.0,0,,1,0,0,0,0,0,0,0,0,1,0,0,Austin
161,2020.0,754000.0,768.0,754000.0,2.0,2.0,2.0,0,,1,0,0,0,0,0,0,0,0,1,0,0,Austin
162,1966.0,225000.0,370.0,225000.0,1.0,1.0,1.0,0,11761200.0,0,0,0,0,0,1,0,0,0,1,0,0,Austin
163,,425000.0,266.0,425000.0,3.0,3.0,2.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
164,1995.0,519900.0,220.0,519900.0,4.0,3.0,2.0,1,10105.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
165,2013.0,415000.0,165.0,415000.0,4.0,4.0,3.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
166,2020.0,654990.0,204.0,654990.0,4.0,4.0,3.0,1,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
167,,470849.0,300.0,470849.0,3.0,3.0,2.0,1,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
168,,475866.0,281.0,475866.0,3.0,3.0,2.0,1,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
169,,90995.0,58.0,90995.0,3.0,2.0,2.0,0,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
170,2020.0,699900.0,509.0,699900.0,2.0,2.0,2.0,0,10890.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
171,1961.0,445000.0,286.0,445000.0,4.0,2.0,2.0,0,8712.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
172,2020.0,250990.0,177.0,250990.0,3.0,2.0,2.0,0,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
173,,418800.0,377.0,418800.0,2.0,2.0,2.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
174,1974.0,519000.0,249.0,519000.0,4.0,3.0,3.0,0,13503.6,0,0,0,0,1,0,0,0,0,0,0,0,Austin
175,2020.0,390000.0,405.0,390000.0,2.0,2.0,2.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
176,2014.0,449000.0,652.0,449000.0,1.0,1.0,1.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
177,1968.0,205000.0,331.0,205000.0,1.0,1.0,1.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
178,1989.0,550000.0,238.0,550000.0,4.0,2.0,2.0,0,7405.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
179,1983.0,340000.0,206.0,340000.0,3.0,2.0,2.0,0,7492.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
180,2001.0,1075000.0,692.0,1075000.0,2.0,2.0,2.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
181,2020.0,418990.0,274.0,418990.0,2.0,2.0,2.0,0,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
182,1993.0,400000.0,157.0,400000.0,3.0,3.0,2.0,1,9147.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
183,1975.0,272900.0,284.0,272900.0,3.0,2.0,2.0,0,5227.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
184,1999.0,499000.0,209.0,499000.0,4.0,3.0,2.0,1,5793.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
185,1972.0,4495000.0,1134.0,4495000.0,5.0,4.0,4.0,0,44431.2,0,0,0,0,1,0,0,0,0,0,0,0,Austin
186,2018.0,575000.0,325.0,575000.0,3.0,4.0,3.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
187,1967.0,799900.0,324.0,799900.0,0.0,,,0,,0,0,1,0,0,0,0,0,0,0,0,0,Austin
188,,257990.0,134.0,257990.0,3.0,3.0,2.0,1,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
189,2002.0,685000.0,279.0,685000.0,3.0,3.0,2.0,1,27007.2,0,0,0,0,1,0,0,0,0,0,0,0,Austin
190,1955.0,545000.0,371.0,545000.0,3.0,2.0,2.0,0,7405.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
191,2003.0,275000.0,199.0,275000.0,3.0,3.0,2.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
192,2002.0,245000.0,181.0,245000.0,2.0,2.0,2.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
193,2020.0,258990.0,176.0,258990.0,3.0,2.0,2.0,0,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
194,,3500000.0,,3500000.0,3.0,4.0,,0,16552.8,0,0,0,0,1,0,0,0,0,1,0,0,Austin
195,1999.0,799000.0,233.0,799000.0,5.0,5.0,4.0,1,77536.8,0,0,0,0,1,0,0,0,0,0,0,0,Austin
196,,580000.0,225.0,580000.0,5.0,4.0,4.0,0,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
197,2014.0,339500.0,122.0,339500.0,5.0,3.0,2.0,1,10410.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
198,2013.0,785000.0,320.0,785000.0,3.0,3.0,2.0,1,,1,0,0,0,0,0,0,0,0,0,0,0,Austin
199,1998.0,425000.0,219.0,425000.0,3.0,3.0,2.0,1,6403.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
200,1960.0,550000.0,481.0,550000.0,3.0,2.0,2.0,0,8276.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
201,,264990.0,209.0,264990.0,3.0,2.0,2.0,0,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
202,,100995.0,60.0,100995.0,3.0,2.0,2.0,0,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
203,,244990.0,193.0,244990.0,3.0,3.0,2.0,1,,0,0,0,0,0,1,0,0,0,1,0,0,Austin
204,1948.0,1635000.0,400.0,1635000.0,5.0,4.0,3.0,1,20473.2,0,0,0,0,1,0,0,1,0,0,0,0,Austin
205,,614990.0,229.0,614990.0,4.0,3.0,3.0,0,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
206,2020.0,573990.0,176.0,573990.0,4.0,3.0,3.0,0,,0,0,0,0,1,0,0,0,0,1,0,0,Austin
207,2004.0,565000.0,232.0,565000.0,4.0,3.0,2.0,1,8102.0,0,0,0,0,1,0,0,0,0,0,0,0,Austin
