,Type,Year built,Heating,Cooling,Parking,HOA,Price/sqft,Total Price,Bedrooms,Bathrooms,Full bathrooms,Address,URL,Lot,Half bathrooms,City,Lot Temp,sqft
829,Condo,2016.0,"Forced air, Electric",Central,2 spaces,275000.0,225.0,275000.0,0,3.0,2.0,7805-Cooper-Ln-104-Austin-TX-78745,https://www.zillow.com/homedetails/7805-Cooper-Ln-104-Austin-TX-78745/241938803_zpid/,,1,Austin,,1222.2222222222222
830,Townhouse,1979.0,Forced air,Central,2 spaces,475000.0,266.0,475000.0,3,3.0,3.0,4102-Ridgeline-Trl-Austin-TX-78731,https://www.zillow.com/homedetails/4102-Ridgeline-Trl-Austin-TX-78731/29356449_zpid/,3920.0,0,Austin,"['3,920', 'sqft']",1785.7142857142858
831,Single Family,2008.0,"Forced air, Electric, Gas",Central,2 spaces,429900.0,196.0,429900.0,3,2.0,2.0,15421-Staked-Plains-Loop-Austin-TX-78717,https://www.zillow.com/homedetails/15421-Staked-Plains-Loop-Austin-TX-78717/185217426_zpid/,8145.0,0,Austin,"['8,145', 'sqft']",2193.3673469387754
832,Single Family,1962.0,Forced air,Central,4 spaces,439900.0,246.0,439900.0,3,2.0,2.0,11809-Cedar-Valley-Cv-Austin-TX-78753,https://www.zillow.com/homedetails/11809-Cedar-Valley-Cv-Austin-TX-78753/58304645_zpid/,10890.0,0,Austin,"['0.25', 'acres']",1788.2113821138212
833,Condo,2018.0,"Forced air, Electric",Central,2 spaces,1098000.0,517.0,1098000.0,3,4.0,3.0,2112-La-Casa-Dr-Austin-TX-78704,https://www.zillow.com/homedetails/2112-La-Casa-Dr-Austin-TX-78704/2087734081_zpid/,,1,Austin,,2123.7911025145067
834,Single Family,1973.0,"Forced air, Electric, Gas",Central,1 space,370000.0,306.0,370000.0,3,2.0,2.0,201-Craigmont-Dr-Austin-TX-78745,https://www.zillow.com/homedetails/201-Craigmont-Dr-Austin-TX-78745/29494448_zpid/,6708.0,0,Austin,"['6,708', 'sqft']",1209.1503267973856
835,Single Family,2001.0,"Other, Electric",Central,,991150.0,401.0,991150.0,4,4.0,3.0,1702-Foggy-Glen-Cv-Austin-TX-78733,https://www.zillow.com/homedetails/1702-Foggy-Glen-Cv-Austin-TX-78733/29346888_zpid/,20908.8,1,Austin,"['0.48', 'acres']",2471.695760598504
836,Single Family,2015.0,"Forced air, Heat pump",Central,4 spaces,1250000.0,433.0,1250000.0,4,4.0,4.0,9804-Lake-Ridge-Dr-Austin-TX-78733,https://www.zillow.com/homedetails/9804-Lake-Ridge-Dr-Austin-TX-78733/29343768_zpid/,37026.0,0,Austin,"['0.85', 'acres']",2886.8360277136258
837,Apartment,2007.0,Forced air,Other,2 spaces,368500.0,394.0,368500.0,2,1.0,1.0,41-Waller-St-APT-206-Austin-TX-78702,https://www.zillow.com/homedetails/41-Waller-St-APT-206-Austin-TX-78702/83819381_zpid/,,0,Austin,,935.2791878172588
838,Single Family,1991.0,Forced air,Central,4 spaces,395000.0,208.0,395000.0,4,3.0,2.0,11031-Watchful-Fox-Dr-Austin-TX-78748,https://www.zillow.com/homedetails/11031-Watchful-Fox-Dr-Austin-TX-78748/29515246_zpid/,7884.0,1,Austin,"['7,884', 'sqft']",1899.0384615384614
839,Single Family,2002.0,"Other, Electric",Central,4 spaces,330000.0,130.0,330000.0,3,3.0,2.0,11317-Midbury-Ct-Austin-TX-78748,https://www.zillow.com/homedetails/11317-Midbury-Ct-Austin-TX-78748/60135620_zpid/,7230.0,1,Austin,"['7,230', 'sqft']",2538.4615384615386
840,Single Family,1966.0,Forced air,Central,2 spaces,899000.0,371.0,899000.0,3,2.0,2.0,6208-Highland-Hills-Dr-Austin-TX-78731,https://www.zillow.com/homedetails/6208-Highland-Hills-Dr-Austin-TX-78731/29349346_zpid/,11761.2,0,Austin,"['0.27', 'acres']",2423.1805929919137
841,Single Family,1951.0,"Forced air, Electric, Gas",Central,4 spaces,689900.0,428.0,689900.0,3,2.0,2.0,1102-Brentwood-St-Austin-TX-78757,https://www.zillow.com/homedetails/1102-Brentwood-St-Austin-TX-78757/29415066_zpid/,12196.8,0,Austin,"['0.28', 'acres']",1611.9158878504672
842,Condo,1999.0,"Forced air, Electric, Gas",Central,2 spaces,529000.0,367.0,529000.0,2,3.0,2.0,2114-Goodrich-Ave-APT-9-Austin-TX-78704,https://www.zillow.com/homedetails/2114-Goodrich-Ave-APT-9-Austin-TX-78704/58312090_zpid/,,1,Austin,,1441.41689373297
843,Single Family,1949.0,Forced air,Central,2 spaces,400000.0,296.0,400000.0,3,1.0,1.0,502-Tillery-St-Austin-TX-78702,https://www.zillow.com/homedetails/502-Tillery-St-Austin-TX-78702/29383438_zpid/,5793.0,0,Austin,"['5,793', 'sqft']",1351.3513513513512
844,Single Family,2013.0,Forced air,Central,2 spaces,2095000.0,668.0,2095000.0,4,3.0,2.0,1703-Mohle-Dr-Austin-TX-78703,https://www.zillow.com/homedetails/1703-Mohle-Dr-Austin-TX-78703/29337209_zpid/,9365.0,1,Austin,"['9,365', 'sqft']",3136.22754491018
845,Single Family,2020.0,,None,2 spaces,266990.0,125.0,266990.0,4,3.0,2.0,https:,https://www.zillow.com/community/park-at-51-east-affordable/2077851314_zpid/,,1,Austin,,2135.92
846,Townhouse,2017.0,Forced air,Central,2 spaces,275000.0,178.0,275000.0,3,3.0,2.0,1616-Catalan-Rd-Austin-TX-78748,https://www.zillow.com/homedetails/1616-Catalan-Rd-Austin-TX-78748/2092447246_zpid/,3963.0,1,Austin,"['3,963', 'sqft']",1544.943820224719
847,Single Family,1978.0,Forced air,Central,4 spaces,539900.0,286.0,539900.0,3,3.0,2.0,2009-Malvern-Hill-Dr-Austin-TX-78745,https://www.zillow.com/homedetails/2009-Malvern-Hill-Dr-Austin-TX-78745/29497778_zpid/,6969.0,1,Austin,"['6,969', 'sqft']",1887.7622377622379
848,Single Family,1981.0,Forced air,Central,4 spaces,415000.0,295.0,415000.0,3,2.0,2.0,3904-Tattershall-Ln-Austin-TX-78727,https://www.zillow.com/homedetails/3904-Tattershall-Ln-Austin-TX-78727/58306115_zpid/,6708.0,0,Austin,"['6,708', 'sqft']",1406.7796610169491
849,Single Family,1961.0,"Forced air, Electric, Gas",Central,2 spaces,375000.0,322.0,375000.0,3,1.0,1.0,6706-Tulane-Dr-Austin-TX-78723,https://www.zillow.com/homedetails/6706-Tulane-Dr-Austin-TX-78723/29407567_zpid/,9713.0,0,Austin,"['9,713', 'sqft']",1164.5962732919254
850,Condo,1984.0,"Forced air, Electric",Central,2 spaces,299000.0,342.0,299000.0,2,2.0,2.0,704-W-21st-St-APT-305-Austin-TX-78705,https://www.zillow.com/homedetails/704-W-21st-St-APT-305-Austin-TX-78705/60137076_zpid/,,0,Austin,,874.2690058479532
851,Single Family,1990.0,Other,Central,2 spaces,740000.0,265.0,740000.0,4,3.0,2.0,12300-Painted-Bunting-Dr-Austin-TX-78726,https://www.zillow.com/homedetails/12300-Painted-Bunting-Dr-Austin-TX-78726/29377662_zpid/,89733.6,1,Austin,"['2.06', 'acres']",2792.4528301886794
852,Single Family,1985.0,"Forced air, Electric, Gas",Central,2 spaces,330000.0,180.0,330000.0,4,2.0,2.0,14200-Terisu-Ln-Austin-TX-78728,https://www.zillow.com/homedetails/14200-Terisu-Ln-Austin-TX-78728/29446387_zpid/,7274.0,0,Austin,"['7,274', 'sqft']",1833.3333333333333
853,Condo,2017.0,"Forced air, Electric, Gas",Central,2 spaces,425000.0,224.0,425000.0,4,3.0,3.0,6814-E-Riverside-Dr-UNIT-85-Austin-TX-78741,https://www.zillow.com/homedetails/6814-E-Riverside-Dr-UNIT-85-Austin-TX-78741/241937854_zpid/,,0,Austin,,1897.3214285714287
854,Condo,2012.0,"Forced air, Electric, Gas",Central,4 spaces,459995.0,173.0,459995.0,4,3.0,2.0,228-Archipelago-Trl-Austin-TX-78717,https://www.zillow.com/homedetails/228-Archipelago-Trl-Austin-TX-78717/96644247_zpid/,,1,Austin,,2658.9306358381505
855,Single Family,1993.0,"Forced air, Electric",Central,2 spaces,495000.0,213.0,495000.0,4,2.0,2.0,3702-Apache-Forest-Dr-Austin-TX-78739,https://www.zillow.com/homedetails/3702-Apache-Forest-Dr-Austin-TX-78739/29511771_zpid/,12196.8,0,Austin,"['0.28', 'acres']",2323.943661971831
856,Single Family,2019.0,"Forced air, Electric",Central,2 spaces,345000.0,175.0,345000.0,4,2.0,2.0,7213-Kilday-Cv-Austin-TX-78744,https://www.zillow.com/homedetails/7213-Kilday-Cv-Austin-TX-78744/2077644976_zpid/,6316.0,0,Austin,"['6,316', 'sqft']",1971.4285714285713
857,Single Family,1962.0,"Forced air, Electric, Gas",Central,2 spaces,720000.0,414.0,720000.0,3,2.0,2.0,3306-Skylark-Dr-Austin-TX-78757,https://www.zillow.com/homedetails/3306-Skylark-Dr-Austin-TX-78757/29422112_zpid/,9147.0,0,Austin,"['9,147', 'sqft']",1739.1304347826087
858,Single Family,1980.0,"Forced air, Electric, Gas",Central,2 spaces,355000.0,235.0,355000.0,3,2.0,2.0,3405-Burliegh-Cv-Austin-TX-78745,https://www.zillow.com/homedetails/3405-Burliegh-Cv-Austin-TX-78745/29498735_zpid/,13503.6,0,Austin,"['0.31', 'acres']",1510.6382978723404
859,Single Family,2006.0,Other,Central,5 spaces,650000.0,195.0,650000.0,4,4.0,3.0,7021-Via-Correto-Dr-Austin-TX-78749,https://www.zillow.com/homedetails/7021-Via-Correto-Dr-Austin-TX-78749/70342650_zpid/,9975.0,1,Austin,"['9,975', 'sqft']",3333.3333333333335
860,Single Family,1980.0,"Forced air, Electric, Gas",Central,2 spaces,355000.0,235.0,355000.0,3,2.0,2.0,3405-Burliegh-Cv-Austin-TX-78745,https://www.zillow.com/homedetails/3405-Burliegh-Cv-Austin-TX-78745/29498735_zpid/,13503.6,0,Austin,"['0.31', 'acres']",1510.6382978723404
861,Single Family,1962.0,"Forced air, Electric, Gas",Central,2 spaces,720000.0,414.0,720000.0,3,2.0,2.0,3306-Skylark-Dr-Austin-TX-78757,https://www.zillow.com/homedetails/3306-Skylark-Dr-Austin-TX-78757/29422112_zpid/,9147.0,0,Austin,"['9,147', 'sqft']",1739.1304347826087
862,Single Family,1972.0,Forced air,Central,2 spaces,449900.0,340.0,449900.0,4,2.0,2.0,2621-Baxter-Dr-Austin-TX-78745,https://www.zillow.com/homedetails/2621-Baxter-Dr-Austin-TX-78745/58314653_zpid/,6795.0,0,Austin,"['6,795', 'sqft']",1323.235294117647
863,Single Family,2002.0,"Forced air, Electric, Gas",Central,2 spaces,695000.0,228.0,695000.0,3,3.0,2.0,5813-Medicine-Creek-Dr-Austin-TX-78735,https://www.zillow.com/homedetails/5813-Medicine-Creek-Dr-Austin-TX-78735/60136219_zpid/,8755.0,1,Austin,"['8,755', 'sqft']",3048.245614035088
864,Single Family,1999.0,Forced air,Central,4 spaces,435000.0,155.0,435000.0,4,3.0,2.0,1911-Creole-Dr-Austin-TX-78727,https://www.zillow.com/homedetails/1911-Creole-Dr-Austin-TX-78727/29445401_zpid/,9147.0,1,Austin,"['9,147', 'sqft']",2806.451612903226
865,Single Family,1977.0,"Forced air, Electric",Central,4 spaces,1250000.0,542.0,1250000.0,3,3.0,3.0,8800-W-View-Rd-Austin-TX-78737,https://www.zillow.com/homedetails/8800-W-View-Rd-Austin-TX-78737/29481860_zpid/,157687.2,0,Austin,"['3.62', 'acres']",2306.2730627306273
866,Condo,2016.0,Forced air,Central,2 spaces,670000.0,377.0,670000.0,3,3.0,2.0,7413-Grover-Ave-A-Austin-TX-78757,https://www.zillow.com/homedetails/7413-Grover-Ave-A-Austin-TX-78757/241935674_zpid/,,1,Austin,,1777.188328912467
867,Single Family,2008.0,Forced air,Central,6 spaces,849900.0,242.0,849900.0,4,4.0,3.0,9451-El-Rey-Blvd-Austin-TX-78737,https://www.zillow.com/homedetails/9451-El-Rey-Blvd-Austin-TX-78737/70328053_zpid/,1.0,1,Austin,"['1', 'acre']",3511.9834710743803
868,Condo,2020.0,Forced air,Central,4 spaces,696000.0,314.0,696000.0,3,3.0,2.0,3905-Clawson-Rd-10-Austin-TX-78704,https://www.zillow.com/homedetails/3905-Clawson-Rd-10-Austin-TX-78704/306646651_zpid/,,1,Austin,,2216.56050955414
869,Single Family,2010.0,Other,Central,3 spaces,422900.0,206.0,422900.0,3,2.0,2.0,171-Saint-Richie-Ln-Austin-TX-78737,https://www.zillow.com/homedetails/171-Saint-Richie-Ln-Austin-TX-78737/111964502_zpid/,9583.0,0,Austin,"['9,583', 'sqft']",2052.9126213592235
870,Single Family,1969.0,Other,Central,Attached Garage,520000.0,301.0,520000.0,3,2.0,2.0,11307-Circle-Bend-Dr-Austin-TX-78758,https://www.zillow.com/homedetails/11307-Circle-Bend-Dr-Austin-TX-78758/58302893_zpid/,9278.0,0,Austin,"['9,278', 'sqft']",1727.5747508305649
871,Single Family,1979.0,Forced air,"Central, Wall",4 spaces,485000.0,270.0,485000.0,3,2.0,2.0,8106-Appomattox-Dr-Austin-TX-78745,https://www.zillow.com/homedetails/8106-Appomattox-Dr-Austin-TX-78745/63567410_zpid/,8755.0,0,Austin,"['8,755', 'sqft']",1796.2962962962963
872,Single Family,2019.0,Forced air,Central,4 spaces,1499000.0,497.0,1499000.0,4,4.0,3.0,2006-Rabb-Glen-St-1-Austin-TX-78704,https://www.zillow.com/homedetails/2006-Rabb-Glen-St-1-Austin-TX-78704/2077646167_zpid/,10702.0,1,Austin,"['10,702', 'sqft']",3016.0965794768613
873,Multi Family,1971.0,Forced air,Central,2 spaces,700000.0,236.0,700000.0,0,,,6003-Shadow-Valley-Cv-Austin-TX-78731,https://www.zillow.com/homedetails/6003-Shadow-Valley-Cv-Austin-TX-78731/29349229_zpid/,,0,Austin,,2966.101694915254
874,Single Family,1955.0,"Forced air, Electric, Gas",Central,2 spaces,825000.0,520.0,825000.0,3,2.0,2.0,2301-Westway-Cir-Austin-TX-78704,https://www.zillow.com/homedetails/2301-Westway-Cir-Austin-TX-78704/29474793_zpid/,10018.0,0,Austin,"['10,018', 'sqft']",1586.5384615384614
875,Single Family,1976.0,Forced air,Central,2 spaces,575000.0,294.0,575000.0,4,2.0,2.0,11308-Toledo-Dr-Austin-TX-78759,https://www.zillow.com/homedetails/11308-Toledo-Dr-Austin-TX-78759/29439274_zpid/,9147.0,0,Austin,"['9,147', 'sqft']",1955.7823129251701
876,Single Family,1982.0,Forced air,Central,4 spaces,425000.0,269.0,425000.0,3,2.0,2.0,12415-Turtleback-Ln-Austin-TX-78727,https://www.zillow.com/homedetails/12415-Turtleback-Ln-Austin-TX-78727/29442352_zpid/,7013.0,0,Austin,"['7,013', 'sqft']",1579.9256505576209
877,Single Family,1978.0,Forced air,Central,2 spaces,425000.0,283.0,425000.0,3,2.0,2.0,11106-Bending-Bough-Trl-Austin-TX-78758,https://www.zillow.com/homedetails/11106-Bending-Bough-Trl-Austin-TX-78758/29433961_zpid/,6534.0,0,Austin,"['6,534', 'sqft']",1501.7667844522969
878,Single Family,1977.0,Forced air,Central,2 spaces,420000.0,284.0,420000.0,3,2.0,2.0,6111-Bridlington-Cir-Austin-TX-78745,https://www.zillow.com/homedetails/6111-Bridlington-Cir-Austin-TX-78745/58314577_zpid/,8276.0,0,Austin,"['8,276', 'sqft']",1478.8732394366198
879,Condo,2001.0,Forced air,Central,2 spaces,360000.0,217.0,360000.0,3,3.0,2.0,10300-Morado-Cv-APT-103-Austin-TX-78759,https://www.zillow.com/homedetails/10300-Morado-Cv-APT-103-Austin-TX-78759/62605133_zpid/,,1,Austin,,1658.9861751152073
880,Single Family,,"Forced air, Electric",Central,2 spaces,370000.0,370.0,370000.0,2,2.0,2.0,https:,https://www.zillow.com/community/bend-south-congress/2077862485_zpid/,,0,Austin,,1000.0
881,Single Family,1993.0,Forced air,Central,2 spaces,365000.0,215.0,365000.0,3,3.0,2.0,10421-Hess-Dr-Austin-TX-78748,https://www.zillow.com/homedetails/10421-Hess-Dr-Austin-TX-78748/29512831_zpid/,5662.0,1,Austin,"['5,662', 'sqft']",1697.6744186046512
882,Single Family,1985.0,"Forced air, Electric, Gas",Central,2 spaces,325000.0,216.0,325000.0,3,2.0,2.0,2900-Wadsworth-Way-Austin-TX-78748,https://www.zillow.com/homedetails/2900-Wadsworth-Way-Austin-TX-78748/29511441_zpid/,9583.0,0,Austin,"['9,583', 'sqft']",1504.6296296296296
883,Single Family,2005.0,Forced air,Central,2 spaces,289900.0,172.0,289900.0,3,2.0,2.0,1311-Melissa-Oaks-Ln-Austin-TX-78744,https://www.zillow.com/homedetails/1311-Melissa-Oaks-Ln-Austin-TX-78744/70343500_zpid/,10454.0,0,Austin,"['10,454', 'sqft']",1685.4651162790697
884,Single Family,2005.0,Forced air,Central,2 spaces,329900.0,166.0,329900.0,4,3.0,2.0,1615-Strickland-Dr-Austin-TX-78748,https://www.zillow.com/homedetails/1615-Strickland-Dr-Austin-TX-78748/70343232_zpid/,6359.0,1,Austin,"['6,359', 'sqft']",1987.3493975903614
885,Single Family,1988.0,Forced air,Central,4 spaces,550000.0,286.0,550000.0,3,2.0,2.0,4809-Allison-Cv-Austin-TX-78741,https://www.zillow.com/homedetails/4809-Allison-Cv-Austin-TX-78741/29465503_zpid/,8668.0,0,Austin,"['8,668', 'sqft']",1923.076923076923
886,Single Family,1951.0,Forced air,Central,2 spaces,350000.0,337.0,350000.0,3,1.0,1.0,5710-Link-Ave-Austin-TX-78752,https://www.zillow.com/homedetails/5710-Link-Ave-Austin-TX-78752/29411814_zpid/,6969.0,0,Austin,"['6,969', 'sqft']",1038.5756676557864
887,Single Family,1951.0,Forced air,Central,3 spaces,950000.0,681.0,950000.0,3,2.0,2.0,700-Winflo-Dr-Austin-TX-78703,https://www.zillow.com/homedetails/700-Winflo-Dr-Austin-TX-78703/29327437_zpid/,6534.0,0,Austin,"['6,534', 'sqft']",1395.007342143906
888,Single Family,1959.0,"Forced air, Electric",Central,2 spaces,424900.0,454.0,424900.0,3,3.0,2.0,4610-Englewood-Dr-Austin-TX-78745,https://www.zillow.com/homedetails/4610-Englewood-Dr-Austin-TX-78745/29480314_zpid/,7753.0,1,Austin,"['7,753', 'sqft']",935.9030837004406
889,Single Family,1966.0,"Forced air, Electric, Gas",Central,2 spaces,429000.0,365.0,429000.0,3,2.0,2.0,5508-Kings-Hwy-Austin-TX-78745,https://www.zillow.com/homedetails/5508-Kings-Hwy-Austin-TX-78745/29485213_zpid/,9936.0,0,Austin,"['9,936', 'sqft']",1175.3424657534247
890,Single Family,1998.0,Forced air,Central,2 spaces,925000.0,446.0,925000.0,3,3.0,2.0,4309-Shoal-Creek-Blvd-Austin-TX-78756,https://www.zillow.com/homedetails/4309-Shoal-Creek-Blvd-Austin-TX-78756/29406032_zpid/,7448.0,1,Austin,"['7,448', 'sqft']",2073.9910313901346
891,Condo,2020.0,Electric,Central,2 spaces,284158.0,175.0,284158.0,3,3.0,2.0,1610-Tun-Tavern-Trl-Austin-TX-78754,https://www.zillow.com/homedetails/1610-Tun-Tavern-Trl-Austin-TX-78754/2077647820_zpid/,,1,Austin,,1623.76
892,Condo,2020.0,Electric,Central,2 spaces,296356.0,165.0,296356.0,3,3.0,2.0,1612-Tun-Tavern-Trl-Austin-TX-78754,https://www.zillow.com/homedetails/1612-Tun-Tavern-Trl-Austin-TX-78754/2077647821_zpid/,,1,Austin,,1796.0969696969696
893,Condo,2020.0,"Forced air, Electric",Central,1 space,340000.0,439.0,340000.0,1,1.0,1.0,2220-Webberville-Rd-213-Austin-TX-78702,https://www.zillow.com/homedetails/2220-Webberville-Rd-213-Austin-TX-78702/2077647824_zpid/,,0,Austin,,774.4874715261959
894,Single Family,2007.0,"Forced air, Electric",Central,2 spaces,405000.0,200.0,405000.0,4,3.0,2.0,3312-Tavistock-Dr-Austin-TX-78748,https://www.zillow.com/homedetails/3312-Tavistock-Dr-Austin-TX-78748/70332555_zpid/,6272.0,1,Austin,"['6,272', 'sqft']",2025.0
895,Single Family,1998.0,Forced air,Central,2 spaces,270000.0,186.0,270000.0,3,3.0,2.0,1411-Canon-Yeomans-Trl-Austin-TX-78748,https://www.zillow.com/homedetails/1411-Canon-Yeomans-Trl-Austin-TX-78748/29514155_zpid/,6272.0,1,Austin,"['6,272', 'sqft']",1451.6129032258063
896,Single Family,2004.0,Forced air,Central,4 spaces,275000.0,130.0,275000.0,3,3.0,2.0,6732-Marble-Creek-Loop-Austin-TX-78747,https://www.zillow.com/homedetails/6732-Marble-Creek-Loop-Austin-TX-78747/64894449_zpid/,8189.0,1,Austin,"['8,189', 'sqft']",2115.3846153846152
897,Single Family,2020.0,Forced air,Central,3 spaces,753900.0,221.0,753900.0,4,3.0,3.0,221-Egret-Ln-Austin-TX-78737,https://www.zillow.com/homedetails/221-Egret-Ln-Austin-TX-78737/2077648821_zpid/,,0,Austin,,3411.31221719457
898,Single Family,2007.0,"Forced air, Electric",Central,2 spaces,215000.0,140.0,215000.0,4,2.0,2.0,12416-Sky-Harbor-Dr-Del-Valle-TX-78617,https://www.zillow.com/homedetails/12416-Sky-Harbor-Dr-Del-Valle-TX-78617/80100763_zpid/,4965.0,0,Austin,"['4,965', 'sqft']",1535.7142857142858
899,Single Family,2012.0,"Forced air, Electric",Central,2 spaces,295000.0,156.0,295000.0,4,3.0,2.0,10220-Copper-Ridge-Cv-Austin-TX-78747,https://www.zillow.com/homedetails/10220-Copper-Ridge-Cv-Austin-TX-78747/120900166_zpid/,5183.0,1,Austin,"['5,183', 'sqft']",1891.025641025641
900,Single Family,2006.0,Forced air,Central,2 spaces,599000.0,217.0,599000.0,4,3.0,2.0,10612-Tollesboro-Cv-Austin-TX-78739,https://www.zillow.com/homedetails/10612-Tollesboro-Cv-Austin-TX-78739/70334994_zpid/,10410.0,1,Austin,"['10,410', 'sqft']",2760.36866359447
901,Single Family,2014.0,Forced air,Central,4 spaces,470000.0,199.0,470000.0,4,3.0,3.0,9308-Bentley-Garner-Ln-Austin-TX-78748,https://www.zillow.com/homedetails/9308-Bentley-Garner-Ln-Austin-TX-78748/119630620_zpid/,5662.0,0,Austin,"['5,662', 'sqft']",2361.809045226131
902,Townhouse,1984.0,Forced air,Central,1 space,179900.0,199.0,179900.0,2,2.0,1.0,2018-W-Rundberg-Ln-APT-13D-Austin-TX-78758,https://www.zillow.com/homedetails/2018-W-Rundberg-Ln-APT-13D-Austin-TX-78758/83819835_zpid/,2003.0,1,Austin,"['2,003', 'sqft']",904.0201005025126
903,Single Family,1933.0,Forced air,Central,4 spaces,995000.0,432.0,995000.0,4,3.0,3.0,608-E-41st-St-Austin-TX-78751,https://www.zillow.com/homedetails/608-E-41st-St-Austin-TX-78751/29400608_zpid/,5096.0,0,Austin,"['5,096', 'sqft']",2303.240740740741
904,Condo,2020.0,Forced air,Central,1 space,655000.0,380.0,655000.0,3,3.0,2.0,3300-Denver-Ave-Austin-TX-78723,https://www.zillow.com/homedetails/3300-Denver-Ave-Austin-TX-78723/29392437_zpid/,,1,Austin,,1723.6842105263158
905,Single Family,1928.0,Forced air,Central,2 spaces,1025000.0,626.0,1025000.0,3,2.0,2.0,122-Laurel-Ln-Austin-TX-78705,https://www.zillow.com/homedetails/122-Laurel-Ln-Austin-TX-78705/29397296_zpid/,5488.0,0,Austin,"['5,488', 'sqft']",1637.3801916932907
906,Townhouse,1985.0,Forced air,Central,4 spaces,469000.0,231.0,469000.0,3,3.0,2.0,8912-Mariscal-Canyon-Dr-Austin-TX-78759,https://www.zillow.com/homedetails/8912-Mariscal-Canyon-Dr-Austin-TX-78759/29363170_zpid/,3702.0,1,Austin,"['3,702', 'sqft']",2030.3030303030303
907,Single Family,2007.0,"Forced air, Electric",Central,3 spaces,650000.0,156.0,650000.0,5,5.0,4.0,110-Empire-Ct-Austin-TX-78737,https://www.zillow.com/homedetails/110-Empire-Ct-Austin-TX-78737/84137545_zpid/,17424.0,1,Austin,"['0.40', 'acres']",4166.666666666667
908,Single Family,2016.0,"Forced air, Electric",Central,5 spaces,825000.0,381.0,825000.0,3,3.0,2.0,2713-Zaragosa-St-Austin-TX-78702,https://www.zillow.com/homedetails/2713-Zaragosa-St-Austin-TX-78702/124844842_zpid/,5662.0,1,Austin,"['5,662', 'sqft']",2165.3543307086616
909,Condo,2017.0,"Forced air, Electric, Gas",Central,1 space,550000.0,466.0,550000.0,2,3.0,2.0,2911-E-3rd-St-UNIT-B-Austin-TX-78702,https://www.zillow.com/homedetails/2911-E-3rd-St-UNIT-B-Austin-TX-78702/251029332_zpid/,,1,Austin,,1180.2575107296138
910,Single Family,1982.0,Forced air,Central,2 spaces,245000.0,277.0,245000.0,2,1.0,1.0,12121-Sunderland-Dr-Austin-TX-78753,https://www.zillow.com/homedetails/12121-Sunderland-Dr-Austin-TX-78753/29434507_zpid/,6403.0,0,Austin,"['6,403', 'sqft']",884.4765342960288
911,Condo,2012.0,Forced air,Central,2 spaces,615000.0,310.0,615000.0,3,4.0,3.0,2520-Bluebonnet-Ln-UNIT-17-Austin-TX-78704,https://www.zillow.com/homedetails/2520-Bluebonnet-Ln-UNIT-17-Austin-TX-78704/119381461_zpid/,,1,Austin,,1983.8709677419354
912,Single Family,1986.0,Forced air,Central,2 spaces,355000.0,237.0,355000.0,3,3.0,2.0,4706-Saloma-Pl-Austin-TX-78749,https://www.zillow.com/homedetails/4706-Saloma-Pl-Austin-TX-78749/29490938_zpid/,10890.0,1,Austin,"['0.25', 'acres']",1497.8902953586498
913,Single Family,2017.0,"Forced air, Electric, Gas",Central,3 spaces,789000.0,196.0,789000.0,4,4.0,3.0,9301-Ivalenes-Hope-Dr-Austin-TX-78717,https://www.zillow.com/homedetails/9301-Ivalenes-Hope-Dr-Austin-TX-78717/243336397_zpid/,8712.0,1,Austin,"['8,712', 'sqft']",4025.5102040816328
914,Single Family,1986.0,Forced air,Central,2 spaces,375000.0,265.0,375000.0,3,2.0,2.0,4507-Velasco-Pl-Austin-TX-78749,https://www.zillow.com/homedetails/4507-Velasco-Pl-Austin-TX-78749/29495888_zpid/,6359.0,0,Austin,"['6,359', 'sqft']",1415.0943396226414
915,Condo,2017.0,"Forced air, Electric, Gas",Central,2 spaces,614500.0,503.0,614500.0,3,2.0,2.0,2705-S-4th-St-UNIT-A-Austin-TX-78704,https://www.zillow.com/homedetails/2705-S-4th-St-UNIT-A-Austin-TX-78704/251032822_zpid/,,0,Austin,,1221.6699801192842
916,Single Family,2014.0,Forced air,Central,2 spaces,340000.0,148.0,340000.0,4,3.0,3.0,6416-Minnoch-Ln-Austin-TX-78754,https://www.zillow.com/homedetails/6416-Minnoch-Ln-Austin-TX-78754/125807798_zpid/,4399.0,0,Austin,"['4,399', 'sqft']",2297.2972972972975
917,Single Family,1998.0,"Forced air, Electric, Gas",Central,2 spaces,385000.0,292.0,385000.0,3,2.0,2.0,4811-Single-Shot-Cir-Austin-TX-78723,https://www.zillow.com/homedetails/4811-Single-Shot-Cir-Austin-TX-78723/29396723_zpid/,7361.0,0,Austin,"['7,361', 'sqft']",1318.4931506849316
918,Single Family,2005.0,"Forced air, Electric, Gas",Central,2 spaces,289900.0,141.0,289900.0,3,2.0,2.0,6801-Cromarty-Ln-Austin-TX-78754,https://www.zillow.com/homedetails/6801-Cromarty-Ln-Austin-TX-78754/70338677_zpid/,7840.0,0,Austin,"['7,840', 'sqft']",2056.028368794326
919,Single Family,1984.0,Forced air,Central,3 spaces,364900.0,264.0,364900.0,3,2.0,2.0,12810-Heinemann-Dr-Austin-TX-78727,https://www.zillow.com/homedetails/12810-Heinemann-Dr-Austin-TX-78727/29446029_zpid/,5749.0,0,Austin,"['5,749', 'sqft']",1382.1969696969697
