,Type,Year built,Heating,Cooling,Parking,HOA,Price/sqft,Total Price,Bedrooms,Bathrooms,Full bathrooms,Address,URL,Lot,Half bathrooms,City,Lot Temp,sqft
94,Multi Family,1925.0,Other,Central,2 spaces,448800.0,221.0,448800.0,4,3.0,3.0,1617-W-37th-St-Chicago-IL-60609,https://www.zillow.com/homedetails/1617-W-37th-St-Chicago-IL-60609/2099090920_zpid/,,0,Chicago,,2030.7692307692307
95,Condo,2007.0,Gas,Central,1 space,487500.0,,487500.0,2,2.0,2.0,1920-W-Diversey-Pkwy-3-Chicago-IL-60614,https://www.zillow.com/homedetails/1920-W-Diversey-Pkwy-3-Chicago-IL-60614/89929073_zpid/,,0,Chicago,,
96,Condo,,Forced air,Central,42 spaces,1390000.0,710.0,1390000.0,3,3.0,3.0,1400-W-Monroe-St-6G-Chicago-IL-60607,https://www.zillow.com/homedetails/1400-W-Monroe-St-6G-Chicago-IL-60607/2077642883_zpid/,,0,Chicago,,1957.7464788732395
97,Condo,2000.0,Forced air,Central,1 space,649000.0,324.0,649000.0,3,2.0,2.0,618-W-Oakdale-Ave-APT-3-Chicago-IL-60657,https://www.zillow.com/homedetails/618-W-Oakdale-Ave-APT-3-Chicago-IL-60657/58361256_zpid/,,0,Chicago,,2003.0864197530864
98,Single Family,1923.0,Gas,Central,2 spaces,499000.0,315.0,499000.0,4,4.0,4.0,4969-N-Kolmar-Ave-Chicago-IL-60630,https://www.zillow.com/homedetails/4969-N-Kolmar-Ave-Chicago-IL-60630/2085298934_zpid/,3550.0,0,Chicago,"['3,550', 'sqft']",1584.126984126984
99,Multi Family,1916.0,Gas,Central,2 spaces,589000.0,,589000.0,5,3.0,3.0,4341-N-Mcvicker-Ave-Chicago-IL-60634,https://www.zillow.com/homedetails/4341-N-Mcvicker-Ave-Chicago-IL-60634/2085257443_zpid/,,0,Chicago,,
100,Single Family,2009.0,"Forced air, Gas",Central,6 spaces,7999000.0,772.0,7999000.0,7,11.0,8.0,460-W-Huron-St-Chicago-IL-60654,https://www.zillow.com/homedetails/460-W-Huron-St-Chicago-IL-60654/70427044_zpid/,7405.0,3,Chicago,"['7,405', 'sqft']",10361.39896373057
101,Condo,2005.0,Baseboard,Central,2 spaces,1295000.0,518.0,1295000.0,3,4.0,3.0,21-E-Huron-St-APT-3404-Chicago-IL-60611,https://www.zillow.com/homedetails/21-E-Huron-St-APT-3404-Chicago-IL-60611/70449502_zpid/,,1,Chicago,,2500.0
102,Single Family,1987.0,Gas,Central,2 spaces,140000.0,110.0,140000.0,3,2.0,2.0,2516-E-83rd-St-Chicago-IL-60617,https://www.zillow.com/homedetails/2516-E-83rd-St-Chicago-IL-60617/4026957_zpid/,4164.0,0,Chicago,"['4,164', 'sqft']",1272.7272727272727
103,Condo,2007.0,Forced air,Central,1 space,339900.0,,339900.0,2,1.0,1.0,828-W-Grace-St-APT-1308-Chicago-IL-60613,https://www.zillow.com/homedetails/828-W-Grace-St-APT-1308-Chicago-IL-60613/89935628_zpid/,,0,Chicago,,
104,Single Family,1947.0,,None,1 space,889000.0,296.0,889000.0,4,4.0,3.0,6958-N-Tonty-Ave-Chicago-IL-60646,https://www.zillow.com/homedetails/6958-N-Tonty-Ave-Chicago-IL-60646/3553382_zpid/,6838.0,1,Chicago,"['6,838', 'sqft']",3003.3783783783783
105,Single Family,1918.0,Gas,Central,2 spaces,460000.0,124.0,460000.0,7,3.0,2.0,6410-W-Raven-St-Chicago-IL-60631,https://www.zillow.com/homedetails/6410-W-Raven-St-Chicago-IL-60631/3628024_zpid/,6229.0,1,Chicago,"['6,229', 'sqft']",3709.6774193548385
106,Single Family,2004.0,"Forced air, Electric",Central,2 spaces,1175000.0,1588.0,1175000.0,4,4.0,3.0,344-W-Scott-St-Chicago-IL-60610,https://www.zillow.com/homedetails/344-W-Scott-St-Chicago-IL-60610/65563741_zpid/,2781.0,1,Chicago,"['2,781', 'sqft']",739.9244332493703
107,Townhouse,1926.0,Forced air,Central,1 space,1350000.0,422.0,1350000.0,4,3.0,3.0,245-W-Concord-Ln-Chicago-IL-60614,https://www.zillow.com/homedetails/245-W-Concord-Ln-Chicago-IL-60614/3743195_zpid/,34848.0,0,Chicago,"['0.8', 'acres']",3199.0521327014217
108,Single Family,1880.0,"Forced air, Gas",Central,2 spaces,729000.0,292.0,729000.0,3,2.0,2.0,3024-W-Medill-Ave-Chicago-IL-60647,https://www.zillow.com/homedetails/3024-W-Medill-Ave-Chicago-IL-60647/3688312_zpid/,3310.0,0,Chicago,"['3,310', 'sqft']",2496.5753424657532
109,Condo,1917.0,Forced air,Central,1 space,235000.0,252.0,235000.0,1,1.0,1.0,523-S-Plymouth-Ct-APT-303-Chicago-IL-60605,https://www.zillow.com/homedetails/523-S-Plymouth-Ct-APT-303-Chicago-IL-60605/3871350_zpid/,,0,Chicago,,932.5396825396825
110,Single Family,1921.0,Gas,Central,2 spaces,269000.0,90.0,269000.0,5,3.0,3.0,8046-S-Justine-St-Chicago-IL-60620,https://www.zillow.com/homedetails/8046-S-Justine-St-Chicago-IL-60620/4014494_zpid/,3998.0,0,Chicago,"['3,998', 'sqft']",2988.8888888888887
111,Single Family,1905.0,"Forced air, Gas",Central,2 spaces,199500.0,138.0,199500.0,3,3.0,2.0,3018-S-Kedvale-Ave-Chicago-IL-60623,https://www.zillow.com/homedetails/3018-S-Kedvale-Ave-Chicago-IL-60623/2077643475_zpid/,3136.0,1,Chicago,"['3,136', 'sqft']",1445.6521739130435
112,Condo,1920.0,"Forced air, Gas",Central,1 space,339900.0,309.0,339900.0,2,1.0,1.0,1934-N-Washtenaw-Ave-APT-216-Chicago-IL-60647,https://www.zillow.com/homedetails/1934-N-Washtenaw-Ave-APT-216-Chicago-IL-60647/62008307_zpid/,,0,Chicago,,1100.0
113,Multi Family,1913.0,Forced air,Central,2 spaces,690000.0,,690000.0,6,3.0,3.0,2628-N-Ridgeway-Ave-Chicago-IL-60647,https://www.zillow.com/homedetails/2628-N-Ridgeway-Ave-Chicago-IL-60647/2077643793_zpid/,,0,Chicago,,
114,Multi Family,1923.0,Forced air,Central,3 spaces,825000.0,,825000.0,6,4.0,4.0,4919-N-Saint-Louis-Ave-Chicago-IL-60625,https://www.zillow.com/homedetails/4919-N-Saint-Louis-Ave-Chicago-IL-60625/2077643800_zpid/,,0,Chicago,,
115,Townhouse,1989.0,"Electric, Gas",Central,1 space,719900.0,291.0,719900.0,3,3.0,2.0,2501-N-Wayne-Ave-APT-21-Chicago-IL-60614,https://www.zillow.com/homedetails/2501-N-Wayne-Ave-APT-21-Chicago-IL-60614/3729675_zpid/,24829.2,1,Chicago,"['0.57', 'acres']",2473.8831615120275
116,Condo,1999.0,"Forced air, Gas",Central,1 space,500000.0,333.0,500000.0,2,2.0,2.0,130-S-Canal-St-APT-502-Chicago-IL-60606,https://www.zillow.com/homedetails/130-S-Canal-St-APT-502-Chicago-IL-60606/58368776_zpid/,,0,Chicago,,1501.5015015015015
117,Single Family,1920.0,"Forced air, Gas",Central,2 spaces,2450000.0,583.0,2450000.0,5,5.0,4.0,1844-N-Fremont-St-Chicago-IL-60614,https://www.zillow.com/homedetails/1844-N-Fremont-St-Chicago-IL-60614/158608404_zpid/,3000.0,1,Chicago,"['3,000', 'sqft']",4202.401372212693
118,Condo,2001.0,Forced air,Central,,335000.0,399.0,335000.0,1,1.0,1.0,345-N-La-Salle-Dr-APT-3002-Chicago-IL-60654,https://www.zillow.com/homedetails/345-N-La-Salle-Dr-APT-3002-Chicago-IL-60654/63701005_zpid/,,0,Chicago,,839.5989974937344
119,Condo,1915.0,Forced air,Central,,329000.0,274.0,329000.0,2,2.0,2.0,4121-N-Sheridan-Rd-APT-1N-Chicago-IL-60613,https://www.zillow.com/homedetails/4121-N-Sheridan-Rd-APT-1N-Chicago-IL-60613/65559325_zpid/,,0,Chicago,,1200.7299270072992
120,Condo,1915.0,"Forced air, Gas",Central,,329000.0,274.0,329000.0,2,2.0,2.0,4121-N-Sheridan-Rd-APT-1N-Chicago-IL-60613,https://www.zillow.com/homedetails/4121-N-Sheridan-Rd-APT-1N-Chicago-IL-60613/65559325_zpid/,,0,Chicago,,1200.7299270072992
121,Condo,1985.0,Forced air,Central,1 space,629000.0,381.0,629000.0,3,3.0,2.0,1651-N-Dayton-St-APT-100-Chicago-IL-60614,https://www.zillow.com/homedetails/1651-N-Dayton-St-APT-100-Chicago-IL-60614/3736990_zpid/,,1,Chicago,,1650.9186351706037
122,Condo,2005.0,Gas,Central,1 space,339000.0,295.0,339000.0,2,2.0,2.0,1525-S-Sangamon-St-417-Chicago-IL-60608,https://www.zillow.com/homedetails/1525-S-Sangamon-St-417-Chicago-IL-60608/65572048_zpid/,,0,Chicago,,1149.1525423728813
123,Condo,2000.0,"Forced air, Gas",Central,2 spaces,499000.0,,499000.0,2,2.0,2.0,3845-N-Ashland-Ave-APT-2E-Chicago-IL-60613,https://www.zillow.com/homedetails/3845-N-Ashland-Ave-APT-2E-Chicago-IL-60613/54534049_zpid/,,0,Chicago,,
124,Condo,2004.0,"Forced air, Gas",Central,1 space,594000.0,396.0,594000.0,2,2.0,2.0,1505-W-School-St-3-Chicago-IL-60657,https://www.zillow.com/homedetails/1505-W-School-St-3-Chicago-IL-60657/70448435_zpid/,,0,Chicago,,1500.0
125,Condo,2004.0,"Forced air, Gas",Central,1 space,730000.0,256.0,730000.0,3,3.0,3.0,1520-N-Cleveland-Ave-1-Chicago-IL-60610,https://www.zillow.com/homedetails/1520-N-Cleveland-Ave-1-Chicago-IL-60610/70463903_zpid/,,0,Chicago,,2851.5625
126,Multi Family,2005.0,Forced air,Central,Detached Garage,365000.0,281.0,365000.0,2,2.0,2.0,914-S-Racine-Ave-APT-201-Chicago-IL-60607,https://www.zillow.com/homedetails/914-S-Racine-Ave-APT-201-Chicago-IL-60607/87710596_zpid/,,0,Chicago,,1298.932384341637
127,Multi Family,,Forced air,Central,3 spaces,999000.0,,999000.0,7,4.0,4.0,1326-W-George-St-Chicago-IL-60657,https://www.zillow.com/homedetails/1326-W-George-St-Chicago-IL-60657/2077644839_zpid/,,0,Chicago,,
128,Single Family,1964.0,"Forced air, Gas",None,2 spaces,69000.0,71.0,69000.0,3,1.0,1.0,1156-W-115th-St-Chicago-IL-60643,https://www.zillow.com/homedetails/1156-W-115th-St-Chicago-IL-60643/4150650_zpid/,3171.0,0,Chicago,"['3,171', 'sqft']",971.830985915493
129,Condo,2003.0,"Forced air, Gas",Central,2 spaces,424900.0,298.0,424900.0,3,2.0,2.0,949-N-Willard-Ct-Chicago-IL-60642,https://www.zillow.com/homedetails/949-N-Willard-Ct-Chicago-IL-60642/65564832_zpid/,,0,Chicago,,1425.8389261744967
130,Condo,2005.0,Gas,Central,1 space,435000.0,469.0,435000.0,1,2.0,1.0,201-N-Westshore-Dr-APT-2304-Chicago-IL-60601,https://www.zillow.com/homedetails/201-N-Westshore-Dr-APT-2304-Chicago-IL-60601/70471235_zpid/,,1,Chicago,,927.5053304904051
131,Single Family,1955.0,Gas,Central,2 spaces,314900.0,214.0,314900.0,3,2.0,1.0,11829-S-Maplewood-Ave-Chicago-IL-60655,https://www.zillow.com/homedetails/11829-S-Maplewood-Ave-Chicago-IL-60655/4100049_zpid/,4965.0,1,Chicago,"['4,965', 'sqft']",1471.4953271028037
132,Condo,2005.0,Forced air,Central,1 space,275000.0,,275000.0,2,2.0,2.0,2145-W-Warren-Blvd-3-Chicago-IL-60612,https://www.zillow.com/homedetails/2145-W-Warren-Blvd-3-Chicago-IL-60612/87724167_zpid/,,0,Chicago,,
133,Condo,1950.0,Baseboard,None,Attached Garage,95000.0,,95000.0,0,1.0,1.0,4880-N-Marine-Dr-APT-507-Chicago-IL-60640,https://www.zillow.com/homedetails/4880-N-Marine-Dr-APT-507-Chicago-IL-60640/3702412_zpid/,,0,Chicago,,
134,Multi Family,1925.0,Forced air,None,2 spaces,224900.0,,224900.0,4,2.0,2.0,7512-S-Calumet-Ave-Chicago-IL-60619,https://www.zillow.com/homedetails/7512-S-Calumet-Ave-Chicago-IL-60619/2077645047_zpid/,,0,Chicago,,
135,Single Family,2005.0,Gas,Central,2 spaces,699000.0,184.0,699000.0,3,4.0,3.0,2519-S-Eleanor-St-Chicago-IL-60608,https://www.zillow.com/homedetails/2519-S-Eleanor-St-Chicago-IL-60608/65539771_zpid/,4399.0,1,Chicago,"['4,399', 'sqft']",3798.913043478261
136,Multiple Occupancy,,"Forced air, Gas",Central,2 spaces,624900.0,625.0,624900.0,4,3.0,3.0,1417-W-Augusta-Blvd-Chicago-IL-60642,https://www.zillow.com/homedetails/1417-W-Augusta-Blvd-Chicago-IL-60642/2125154567_zpid/,,0,Chicago,,999.84
137,Condo,2006.0,Forced air,Central,1 space,424900.0,285.0,424900.0,2,2.0,2.0,1935-S-Archer-Ave-APT-415-Chicago-IL-60616,https://www.zillow.com/homedetails/1935-S-Archer-Ave-APT-415-Chicago-IL-60616/87699363_zpid/,,0,Chicago,,1490.877192982456
138,Condo,1996.0,Forced air,Central,2 spaces,435000.0,,435000.0,2,2.0,2.0,3248-N-Seminary-Ave-2-Chicago-IL-60657,https://www.zillow.com/homedetails/3248-N-Seminary-Ave-2-Chicago-IL-60657/3712720_zpid/,,0,Chicago,,
139,Multiple Occupancy,1904.0,Gas,None,2 spaces,274900.0,,274900.0,4,3.0,3.0,1651-N-Harding-Ave-Chicago-IL-60647,https://www.zillow.com/homedetails/1651-N-Harding-Ave-Chicago-IL-60647/2077645369_zpid/,,0,Chicago,,
140,Townhouse,2001.0,"Forced air, Gas",Central,2 spaces,539900.0,241.0,539900.0,3,3.0,3.0,4646-N-Greenview-Ave-UNIT-8-Chicago-IL-60640,https://www.zillow.com/homedetails/4646-N-Greenview-Ave-UNIT-8-Chicago-IL-60640/60263164_zpid/,63597.6,0,Chicago,"['1.46', 'acres']",2240.2489626556016
141,Single Family,1954.0,"Forced air, Gas",Central,1 space,294900.0,330.0,294900.0,3,2.0,2.0,10928-S-Albany-Ave-Chicago-IL-60655,https://www.zillow.com/homedetails/10928-S-Albany-Ave-Chicago-IL-60655/4079755_zpid/,4356.0,0,Chicago,"['4,356', 'sqft']",893.6363636363636
142,Condo,1940.0,,None,1 space,219000.0,183.0,219000.0,2,1.0,1.0,1262-W-Pratt-Blvd-APT-3-Chicago-IL-60626,https://www.zillow.com/homedetails/1262-W-Pratt-Blvd-APT-3-Chicago-IL-60626/3573926_zpid/,,0,Chicago,,1196.72131147541
143,Single Family,1966.0,Forced air,Central,2 spaces,69900.0,68.0,69900.0,3,2.0,2.0,522-E-88th-Pl-Chicago-IL-60619,https://www.zillow.com/homedetails/522-E-88th-Pl-Chicago-IL-60619/4116027_zpid/,4704.0,0,Chicago,"['4,704', 'sqft']",1027.9411764705883
144,Condo,1973.0,"Forced air, Other",Central,1 space,179900.0,214.0,179900.0,1,1.0,1.0,655-W-Irving-Park-Rd-APT-2912-Chicago-IL-60613,https://www.zillow.com/homedetails/655-W-Irving-Park-Rd-APT-2912-Chicago-IL-60613/65560959_zpid/,,0,Chicago,,840.6542056074767
145,Condo,1898.0,Gas,Central,,324900.0,357.0,324900.0,1,1.0,1.0,6-N-Michigan-Ave-1010-Chicago-IL-60602,https://www.zillow.com/homedetails/6-N-Michigan-Ave-1010-Chicago-IL-60602/2146846006_zpid/,,0,Chicago,,910.0840336134454
146,Condo,1995.0,Forced air,Central,1 space,599000.0,399.0,599000.0,2,2.0,2.0,1155-W-Armitage-Ave-APT-209-Chicago-IL-60614,https://www.zillow.com/homedetails/1155-W-Armitage-Ave-APT-209-Chicago-IL-60614/3736077_zpid/,,0,Chicago,,1501.2531328320802
147,Condo,2001.0,"Forced air, Gas",Central,1 space,695000.0,348.0,695000.0,3,2.0,2.0,630-N-State-St-APT-1006-Chicago-IL-60654,https://www.zillow.com/homedetails/630-N-State-St-APT-1006-Chicago-IL-60654/60203185_zpid/,,0,Chicago,,1997.1264367816093
148,Condo,2006.0,"Forced air, Gas",Central,1 space,399900.0,,399900.0,3,2.0,2.0,3125-W-Fullerton-Ave-APT-203-Chicago-IL-60647,https://www.zillow.com/homedetails/3125-W-Fullerton-Ave-APT-203-Chicago-IL-60647/101299993_zpid/,,0,Chicago,,
149,Condo,2017.0,"Forced air, Gas",Central,1 space,549000.0,422.0,549000.0,2,2.0,2.0,1470-W-Winona-St-UNIT-201-Chicago-IL-60640,https://www.zillow.com/homedetails/1470-W-Winona-St-UNIT-201-Chicago-IL-60640/306332656_zpid/,,0,Chicago,,1300.947867298578
150,Condo,2016.0,"Forced air, Gas",Central,1 space,500000.0,,500000.0,3,2.0,2.0,2312-W-Belmont-Ave-2E-Chicago-IL-60618,https://www.zillow.com/homedetails/2312-W-Belmont-Ave-2E-Chicago-IL-60618/253421980_zpid/,,0,Chicago,,
151,Condo,2015.0,Gas,Central,1 space,799900.0,400.0,799900.0,3,2.0,2.0,1801-W-Chicago-Ave-4S-Chicago-IL-60622,https://www.zillow.com/homedetails/1801-W-Chicago-Ave-4S-Chicago-IL-60622/253421108_zpid/,,0,Chicago,,1999.75
152,Single Family,1925.0,Gas,None,2 spaces,89900.0,81.0,89900.0,4,2.0,2.0,7537-S-Indiana-Ave-Chicago-IL-60619,https://www.zillow.com/homedetails/7537-S-Indiana-Ave-Chicago-IL-60619/4005428_zpid/,6054.0,0,Chicago,"['6,054', 'sqft']",1109.8765432098764
153,Single Family,1956.0,Gas,Central,3 spaces,295000.0,270.0,295000.0,3,2.0,2.0,5436-S-Nagle-Ave-Chicago-IL-60638,https://www.zillow.com/homedetails/5436-S-Nagle-Ave-Chicago-IL-60638/3920605_zpid/,5000.0,0,Chicago,"['5,000', 'sqft']",1092.5925925925926
154,Condo,,Gas,None,1 space,279900.0,350.0,279900.0,1,1.0,1.0,1355-N-Sandburg-Ter-1609-Chicago-IL-60610,https://www.zillow.com/homedetails/1355-N-Sandburg-Ter-1609-Chicago-IL-60610/2077646308_zpid/,,0,Chicago,,799.7142857142857
155,Multi Family,1885.0,Forced air,None,,219000.0,,219000.0,6,2.0,2.0,2251-W-Cullerton-St-Chicago-IL-60608,https://www.zillow.com/homedetails/2251-W-Cullerton-St-Chicago-IL-60608/2077646381_zpid/,,0,Chicago,,
156,Condo,1926.0,Forced air,Central,1 space,145000.0,223.0,145000.0,1,1.0,1.0,1538-N-Rockwell-St-APT-2R-Chicago-IL-60622,https://www.zillow.com/homedetails/1538-N-Rockwell-St-APT-2R-Chicago-IL-60622/2124725009_zpid/,,0,Chicago,,650.2242152466367
157,Condo,2000.0,"Forced air, Gas",Central,1 space,600000.0,400.0,600000.0,3,2.0,2.0,2728-N-Lincoln-Ave-APT-3W-Chicago-IL-60614,https://www.zillow.com/homedetails/2728-N-Lincoln-Ave-APT-3W-Chicago-IL-60614/60264905_zpid/,,0,Chicago,,1500.0
158,Multiple Occupancy,1905.0,,None,,164900.0,,164900.0,6,2.0,2.0,5519-S-Throop-St-Chicago-IL-60636,https://www.zillow.com/homedetails/5519-S-Throop-St-Chicago-IL-60636/2132471437_zpid/,,0,Chicago,,
159,Condo,2008.0,Forced air,Central,1 space,299900.0,375.0,299900.0,1,1.0,1.0,659-W-Randolph-St-1415-Chicago-IL-60661,https://www.zillow.com/homedetails/659-W-Randolph-St-1415-Chicago-IL-60661/2146845241_zpid/,,0,Chicago,,799.7333333333333
160,Condo,1966.0,Forced air,Central,1 space,123500.0,,123500.0,2,1.0,1.0,6413-S-Oak-Park-Ave-APT-23E-Chicago-IL-60638,https://www.zillow.com/homedetails/6413-S-Oak-Park-Ave-APT-23E-Chicago-IL-60638/3947526_zpid/,,0,Chicago,,
161,Condo,1972.0,Forced air,Central,1 space,159999.0,188.0,159999.0,1,1.0,1.0,4343-N-Clarendon-Ave-APT-2713-Chicago-IL-60613,https://www.zillow.com/homedetails/4343-N-Clarendon-Ave-APT-2713-Chicago-IL-60613/3703086_zpid/,,0,Chicago,,851.0585106382979
162,Condo,2016.0,Gas,Central,1 space,489000.0,213.0,489000.0,3,3.0,2.0,1006-W-Cullerton-St-1-Chicago-IL-60608,https://www.zillow.com/homedetails/1006-W-Cullerton-St-1-Chicago-IL-60608/2101663446_zpid/,,1,Chicago,,2295.774647887324
163,Condo,1920.0,Gas,Central,2 spaces,590000.0,421.0,590000.0,2,2.0,2.0,550-N-Kingsbury-St-APT-419-Chicago-IL-60654,https://www.zillow.com/homedetails/550-N-Kingsbury-St-APT-419-Chicago-IL-60654/3862031_zpid/,,0,Chicago,,1401.4251781472683
164,Condo,1920.0,Gas,None,,349000.0,349.0,349000.0,2,2.0,2.0,735-W-Wellington-Ave-3-Chicago-IL-60657,https://www.zillow.com/homedetails/735-W-Wellington-Ave-3-Chicago-IL-60657/3720464_zpid/,,0,Chicago,,1000.0
165,Condo,,"Forced air, Gas",Central,1 space,229000.0,191.0,229000.0,2,1.0,1.0,4331-N-Sacramento-Ave-G-Chicago-IL-60618,https://www.zillow.com/homedetails/4331-N-Sacramento-Ave-G-Chicago-IL-60618/2077646564_zpid/,,0,Chicago,,1198.9528795811518
166,Condo,2004.0,Forced air,Central,1 space,279000.0,164.0,279000.0,3,2.0,2.0,6116-S-University-Ave-APT-2S-Chicago-IL-60637,https://www.zillow.com/homedetails/6116-S-University-Ave-APT-2S-Chicago-IL-60637/2119994882_zpid/,,0,Chicago,,1701.219512195122
167,Multi Family,,Gas,None,2 spaces,435000.0,,435000.0,7,3.0,3.0,3506-W-Mclean-Ave-Chicago-IL-60647,https://www.zillow.com/homedetails/3506-W-Mclean-Ave-Chicago-IL-60647/2085473639_zpid/,,0,Chicago,,
168,Single Family,1920.0,Gas,Central,2 spaces,409000.0,170.0,409000.0,5,3.0,3.0,939-N-Pine-Ave-Chicago-IL-60651,https://www.zillow.com/homedetails/939-N-Pine-Ave-Chicago-IL-60651/3797123_zpid/,5000.0,0,Chicago,"['5,000', 'sqft']",2405.8823529411766
169,Condo,1943.0,Forced air,Central,1 space,429000.0,245.0,429000.0,2,3.0,2.0,1201-W-Diversey-Pkwy-APT-2A-Chicago-IL-60614,https://www.zillow.com/homedetails/1201-W-Diversey-Pkwy-APT-2A-Chicago-IL-60614/3729284_zpid/,,1,Chicago,,1751.0204081632653
170,Condo,1974.0,Electric,None,2 spaces,379000.0,379.0,379000.0,1,2.0,1.0,155-N-Harbor-Dr-APT-4404-Chicago-IL-60601,https://www.zillow.com/homedetails/155-N-Harbor-Dr-APT-4404-Chicago-IL-60601/3870549_zpid/,,1,Chicago,,1000.0
171,Condo,2002.0,"Forced air, Gas",Central,1 space,334999.0,258.0,334999.0,2,2.0,2.0,1524-S-Sangamon-St-UNIT-407-Chicago-IL-60608,https://www.zillow.com/homedetails/1524-S-Sangamon-St-UNIT-407-Chicago-IL-60608/65571967_zpid/,,0,Chicago,,1298.4457364341085
172,Single Family,1895.0,Gas,Central,1 space,195900.0,130.0,195900.0,3,3.0,1.0,571-N-Long-Ave-Chicago-IL-60644,https://www.zillow.com/homedetails/571-N-Long-Ave-Chicago-IL-60644/3808555_zpid/,3632.0,2,Chicago,"['3,632', 'sqft']",1506.923076923077
173,Condo,2006.0,"Forced air, Gas",Central,1 space,505000.0,206.0,505000.0,2,2.0,2.0,1332-N-Wolcott-Ave-3-Chicago-IL-60622,https://www.zillow.com/homedetails/1332-N-Wolcott-Ave-3-Chicago-IL-60622/87698475_zpid/,,0,Chicago,,2451.4563106796118
174,Condo,2008.0,"Forced air, Gas",Central,1 space,418500.0,330.0,418500.0,2,2.0,2.0,4846-N-Clark-St-APT-501-Chicago-IL-60640,https://www.zillow.com/homedetails/4846-N-Clark-St-APT-501-Chicago-IL-60640/2095839126_zpid/,,0,Chicago,,1268.1818181818182
175,Condo,2012.0,Forced air,Central,,279999.0,200.0,279999.0,2,2.0,2.0,4501-N-Magnolia-Ave-1S-Chicago-IL-60640,https://www.zillow.com/homedetails/4501-N-Magnolia-Ave-1S-Chicago-IL-60640/49917735_zpid/,,0,Chicago,,1399.995
176,Condo,2020.0,"Forced air, Gas",Central,1 space,595000.0,360.0,595000.0,3,2.0,2.0,1717-N-Humboldt-Blvd-3S-Chicago-IL-60647,https://www.zillow.com/homedetails/1717-N-Humboldt-Blvd-3S-Chicago-IL-60647/2077647635_zpid/,,0,Chicago,,1652.7777777777778
177,Multi Family,1926.0,Gas,None,,210000.0,,210000.0,8,4.0,4.0,510-W-75th-St-Chicago-IL-60621,https://www.zillow.com/homedetails/510-W-75th-St-Chicago-IL-60621/2077647697_zpid/,,0,Chicago,,
178,Single Family,1890.0,,None,2 spaces,269999.0,268.0,269999.0,3,1.0,1.0,1915-W-34th-Pl-Chicago-IL-60608,https://www.zillow.com/homedetails/1915-W-34th-Pl-Chicago-IL-60608/3879800_zpid/,3092.0,0,Chicago,"['3,092', 'sqft']",1007.4589552238806
179,Condo,1929.0,Forced air,Central,,259900.0,283.0,259900.0,2,1.0,1.0,3809-N-Campbell-Ave-1-Chicago-IL-60618,https://www.zillow.com/homedetails/3809-N-Campbell-Ave-1-Chicago-IL-60618/58359454_zpid/,,0,Chicago,,918.3745583038869
180,Multiple Occupancy,1910.0,Gas,None,2 spaces,239000.0,111.0,239000.0,6,2.0,2.0,6339-S-Saint-Lawrence-Ave-Chicago-IL-60637,https://www.zillow.com/homedetails/6339-S-Saint-Lawrence-Ave-Chicago-IL-60637/2134619852_zpid/,,0,Chicago,,2153.153153153153
181,Multi Family,1888.0,"Baseboard, Forced air",Central,2 spaces,850000.0,1466.0,850000.0,7,5.0,5.0,1024-W-Altgeld-St-Chicago-IL-60614,https://www.zillow.com/homedetails/1024-W-Altgeld-St-Chicago-IL-60614/2121220988_zpid/,,0,Chicago,,579.8090040927694
182,Condo,2014.0,Forced air,Central,1 space,799500.0,,799500.0,3,2.0,2.0,1508-W-Huron-St-3E-Chicago-IL-60642,https://www.zillow.com/homedetails/1508-W-Huron-St-3E-Chicago-IL-60642/159464358_zpid/,,0,Chicago,,
183,Condo,1912.0,Forced air,Central,,225000.0,191.0,225000.0,1,1.0,1.0,801-S-Wells-St-APT-208-Chicago-IL-60607,https://www.zillow.com/homedetails/801-S-Wells-St-APT-208-Chicago-IL-60607/49910749_zpid/,,0,Chicago,,1178.0104712041884
184,Multiple Occupancy,1885.0,"Forced air, Gas",Central,2 spaces,800000.0,,800000.0,3,2.0,2.0,1742-W-North-Ave-Chicago-IL-60622,https://www.zillow.com/homedetails/1742-W-North-Ave-Chicago-IL-60622/2099102741_zpid/,,0,Chicago,,
185,Single Family,1876.0,"Forced air, Gas",Central,,725000.0,451.0,725000.0,3,2.0,2.0,1639-N-Sedgwick-St-Chicago-IL-60614,https://www.zillow.com/homedetails/1639-N-Sedgwick-St-Chicago-IL-60614/3742716_zpid/,1973.0,0,Chicago,"['1,973', 'sqft']",1607.5388026607538
186,Single Family,1940.0,"Forced air, Gas",Central,4 spaces,459000.0,153.0,459000.0,4,2.0,2.0,6976-W-Barry-Ave-Chicago-IL-60634,https://www.zillow.com/homedetails/6976-W-Barry-Ave-Chicago-IL-60634/3677488_zpid/,4804.0,0,Chicago,"['4,804', 'sqft']",3000.0
